position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CR Flamengo,38,28,6,4,86:37,49,90,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2018
2,Santos FC,38,22,8,8,60:33,27,74,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2018
3,SE Palmeiras,38,21,11,6,61:32,29,74,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2018
4,Grêmio FBPA,38,19,8,11,64:39,25,65,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2018
5,Athletico Paranaense,38,18,10,10,51:32,19,64,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2018
6,São Paulo FC,38,17,12,9,39:30,9,63,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2018
7,SC Internacional,38,16,9,13,44:39,5,57,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2018
8,SC Corinthians,38,14,14,10,42:34,8,56,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2018
9,Fortaleza EC,38,15,8,15,50:49,1,53,https://www.transfermarkt.com.br/fortaleza-esporte-clube/spielplan/verein/10870/saison_id/2018
10,Goiás EC,38,15,7,16,46:64,-18,52,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2018
11,EC Bahia,38,12,13,13,44:43,1,49,https://www.transfermarkt.com.br/esporte-clube-bahia/spielplan/verein/10010/saison_id/2018
12,CR Vasco da Gama,38,12,13,13,39:45,-6,49,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2018
13,Atlético Mineiro,38,13,9,16,45:49,-4,48,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2018
14,Fluminense FC,38,12,10,16,38:46,-8,46,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2018
15,Botafogo FR,38,13,4,21,31:45,-14,43,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2018
16,Ceará SC,38,10,9,19,36:41,-5,39,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2018
17,Cruzeiro EC,38,7,15,16,27:46,-19,36,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2018
18,CSA,38,8,8,22,24:58,-34,32,https://www.transfermarkt.com.br/centro-sportivo-alagoano-al-/spielplan/verein/18545/saison_id/2018
19,Chapecoense,38,7,11,20,31:52,-21,32,https://www.transfermarkt.com.br/chapecoense/spielplan/verein/17776/saison_id/2018
20,Avaí FC,38,3,11,24,18:62,-44,20,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2018
