position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Fortaleza EC,38,21,8,9,54:33,21,71,https://www.transfermarkt.com.br/fortaleza-esporte-clube/spielplan/verein/10870/saison_id/2017
2,CSA,38,17,11,10,51:37,14,62,https://www.transfermarkt.com.br/centro-sportivo-alagoano-al-/spielplan/verein/18545/saison_id/2017
3,Avaí FC,38,16,13,9,50:32,18,61,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2017
4,Goiás EC,38,18,6,14,54:50,4,60,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2017
5,AA Ponte Preta,38,16,12,10,42:30,12,60,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2017
6,Atlético Goianiense,38,16,11,11,57:51,6,59,https://www.transfermarkt.com.br/atletico-clube-goianiense/spielplan/verein/15172/saison_id/2017
7,Vila Nova FC,38,14,15,9,41:36,5,57,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2017
8,Londrina EC,38,15,10,13,45:42,3,55,https://www.transfermarkt.com.br/londrina-esporte-clube-pr-/spielplan/verein/1693/saison_id/2017
9,Guarani FC,38,14,12,12,44:39,5,54,https://www.transfermarkt.com.br/guarani-fc-sp-/spielplan/verein/1755/saison_id/2017
10,Coritiba FC,38,13,13,12,40:44,-4,52,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2017
11,GE Brasil,38,13,11,14,36:35,1,50,https://www.transfermarkt.com.br/gremio-esportivo-brasil-rs-/spielplan/verein/10560/saison_id/2017
12,CRB,38,12,12,14,35:39,-4,48,https://www.transfermarkt.com.br/clube-de-regatas-brasil-al-/spielplan/verein/11449/saison_id/2017
13,EC São Bento,38,11,14,13,41:41,0,47,https://www.transfermarkt.com.br/esporte-clube-sao-bento-sp-/spielplan/verein/8433/saison_id/2017
14,Criciúma EC,38,11,14,13,45:49,-4,47,https://www.transfermarkt.com.br/criciuma-esporte-clube/spielplan/verein/7178/saison_id/2017
15,Figueirense FC,38,11,13,14,48:51,-3,46,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2017
16,Oeste FC,38,9,19,10,36:40,-4,46,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2017
17,Paysandu SC,38,10,13,15,42:53,-11,43,https://www.transfermarkt.com.br/paysandu-sport-club-pa-/spielplan/verein/6347/saison_id/2017
18,Sampaio Corrêa FC,38,10,8,20,32:47,-15,38,https://www.transfermarkt.com.br/sampaio-correa-fc-ma-/spielplan/verein/3319/saison_id/2017
19,EC Juventude,38,7,14,17,27:48,-21,35,https://www.transfermarkt.com.br/esporte-clube-juventude/spielplan/verein/10492/saison_id/2017
20,Boa EC,38,7,9,22,26:49,-23,30,https://www.transfermarkt.com.br/boa-esporte-clube-mg-/spielplan/verein/17561/saison_id/2017
