position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Lorient,28,17,3,8,45:25,20,54,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2019
2,RC Lens,28,15,8,5,39:24,15,53,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2019
3,AC Ajaccio,28,15,7,6,38:22,16,52,https://www.transfermarkt.com.br/ac-ajaccio/spielplan/verein/1147/saison_id/2019
4,ESTAC Troyes,28,16,3,9,34:25,9,51,https://www.transfermarkt.com.br/es-troyes-ac/spielplan/verein/1095/saison_id/2019
5,Clermont Foot 63,28,14,8,6,35:25,10,50,https://www.transfermarkt.com.br/clermont-foot-63/spielplan/verein/3524/saison_id/2019
6,Le Havre AC,28,11,11,6,38:25,13,44,https://www.transfermarkt.com.br/ac-le-havre/spielplan/verein/738/saison_id/2019
7,Valenciennes FC,28,11,9,8,24:20,4,42,https://www.transfermarkt.com.br/fc-valenciennes/spielplan/verein/1423/saison_id/2019
8,EA Guingamp,28,10,9,9,40:33,7,39,https://www.transfermarkt.com.br/ea-guingamp/spielplan/verein/855/saison_id/2019
9,Grenoble Foot 38,28,7,14,7,27:29,-2,35,https://www.transfermarkt.com.br/grenoble-foot-38/spielplan/verein/1290/saison_id/2019
10,FC Chambly Oise,28,9,8,11,26:32,-6,35,https://www.transfermarkt.com.br/fc-chambly/spielplan/verein/35012/saison_id/2019
11,AJ Auxerre,28,8,10,10,31:30,1,34,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2019
12,AS Nancy-Lorraine,28,6,16,6,27:26,1,34,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2019
13,SM Caen,28,8,10,10,33:34,-1,34,https://www.transfermarkt.com.br/sm-caen/spielplan/verein/1162/saison_id/2019
14,FC Sochaux-Montbéliard,28,8,10,10,28:30,-2,34,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2019
15,LB Châteauroux,28,9,7,12,22:38,-16,34,https://www.transfermarkt.com.br/lb-chateauroux/spielplan/verein/1175/saison_id/2019
16,Rodez AF,28,8,8,12,31:34,-3,32,https://www.transfermarkt.com.br/rodez-af/spielplan/verein/11273/saison_id/2019
17,Paris FC,28,7,7,14,22:40,-18,28,https://www.transfermarkt.com.br/paris-fc/spielplan/verein/10004/saison_id/2019
18,Chamois Niortais FC,28,6,8,14,30:41,-11,26,https://www.transfermarkt.com.br/chamois-niortais-fc/spielplan/verein/1161/saison_id/2019
19,Le Mans FC,28,7,5,16,30:45,-15,26,https://www.transfermarkt.com.br/le-mans-fc/spielplan/verein/1164/saison_id/2019
20,US Orléans,28,4,7,17,21:43,-22,19,https://www.transfermarkt.com.br/us-orleans/spielplan/verein/10868/saison_id/2019
