position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Barcelona,38,31,6,1,98:24,74,99,https://www.transfermarkt.com.br/fc-barcelona/spielplan/verein/131/saison_id/2009
2,Real Madrid CF,38,31,3,4,102:35,67,96,https://www.transfermarkt.com.br/real-madrid/spielplan/verein/418/saison_id/2009
3,Valencia CF,38,21,8,9,59:40,19,71,https://www.transfermarkt.com.br/fc-valencia/spielplan/verein/1049/saison_id/2009
4,Sevilla FC,38,19,6,13,65:49,16,63,https://www.transfermarkt.com.br/fc-sevilla/spielplan/verein/368/saison_id/2009
5,RCD Mallorca,38,18,8,12,59:44,15,62,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2009
6,Getafe CF,38,17,7,14,58:48,10,58,https://www.transfermarkt.com.br/fc-getafe/spielplan/verein/3709/saison_id/2009
7,FC Villarreal,38,16,8,14,58:57,1,56,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2009
8,Athletic Bilbao,38,15,9,14,50:53,-3,54,https://www.transfermarkt.com.br/athletic-bilbao/spielplan/verein/621/saison_id/2009
9,Atlético de Madrid,38,13,8,17,57:61,-4,47,https://www.transfermarkt.com.br/atletico-madrid/spielplan/verein/13/saison_id/2009
10,RC Deportivo de Corunha,38,13,8,17,35:49,-14,47,https://www.transfermarkt.com.br/deportivo-la-coruna/spielplan/verein/897/saison_id/2009
11,RCD Espanyol,38,11,11,16,29:46,-17,44,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2009
12,CA Osasuna,38,11,10,17,37:46,-9,43,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2009
13,UD Almería,38,10,12,16,43:55,-12,42,https://www.transfermarkt.com.br/ud-almeria/spielplan/verein/3302/saison_id/2009
14,Real Zaragoza,38,10,11,17,46:64,-18,41,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2009
15,Real Sporting de Gijón,38,9,13,16,36:51,-15,40,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2009
16,Racing Santander,38,9,12,17,42:59,-17,39,https://www.transfermarkt.com.br/racing-santander/spielplan/verein/630/saison_id/2009
17,Málaga CF,38,7,16,15,42:48,-6,37,https://www.transfermarkt.com.br/fc-malaga/spielplan/verein/1084/saison_id/2009
18,Real Valladolid CF,38,7,15,16,37:62,-25,36,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2009
19,CD Tenerife,38,9,9,20,40:74,-34,36,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2009
20,Xerez CD,38,8,10,20,38:66,-28,34,https://www.transfermarkt.com.br/deportivo-xerez/spielplan/verein/134/saison_id/2009
