position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Werder Bremen,34,19,10,5,63:30,33,48:20,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/1992
2,FC Bayern Munique,34,18,11,5,74:45,29,47:21,https://www.transfermarkt.com.br/fc-bayern-munchen/spielplan/verein/27/saison_id/1992
3,SG Eintracht Frankfurt,34,15,12,7,56:39,17,42:26,https://www.transfermarkt.com.br/eintracht-frankfurt/spielplan/verein/24/saison_id/1992
4,Borussia Dortmund,34,18,5,11,61:43,18,41:27,https://www.transfermarkt.com.br/borussia-dortmund/spielplan/verein/16/saison_id/1992
5,Bayer 04 Leverkusen,34,14,12,8,64:45,19,40:28,https://www.transfermarkt.com.br/bayer-04-leverkusen/spielplan/verein/15/saison_id/1992
6,Karlsruher SC,34,14,11,9,60:54,6,39:29,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/1992
7,VfB Stuttgart,34,12,12,10,56:50,6,36:32,https://www.transfermarkt.com.br/vfb-stuttgart/spielplan/verein/79/saison_id/1992
8,1.FC Kaiserslautern,34,13,9,12,50:40,10,35:33,https://www.transfermarkt.com.br/1-fc-kaiserslautern/spielplan/verein/2/saison_id/1992
9,Borussia Mönchengladbach,34,13,9,12,59:59,0,35:33,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/1992
10,Schalke 04,34,11,12,11,42:43,-1,34:34,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/1992
11,Hamburger SV,34,8,15,11,42:44,-2,31:37,https://www.transfermarkt.com.br/hamburger-sv/spielplan/verein/41/saison_id/1992
12,1.FC Colônia,34,12,4,18,41:51,-10,28:40,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/1992
13,1.FC Nuremberg,34,10,8,16,30:47,-17,28:40,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/1992
14,SG Wattenscheid 09,34,10,8,16,46:67,-21,28:40,https://www.transfermarkt.com.br/sg-wattenscheid-09/spielplan/verein/97/saison_id/1992
15,SG Dynamo Dresden,34,7,13,14,32:49,-17,27:41,https://www.transfermarkt.com.br/sg-dynamo-dresden/spielplan/verein/129/saison_id/1992
16,VfL Bochum,34,8,10,16,45:52,-7,26:42,https://www.transfermarkt.com.br/vfl-bochum/spielplan/verein/80/saison_id/1992
17,Bayer 05 Uerdingen,34,7,10,17,35:64,-29,24:44,https://www.transfermarkt.com.br/kfc-uerdingen-05/spielplan/verein/95/saison_id/1992
18,1.FC Saarbrücken,34,5,13,16,37:71,-34,23:45,https://www.transfermarkt.com.br/1-fc-saarbrucken/spielplan/verein/1/saison_id/1992
