position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Chapecoense,38,20,13,5,42:21,21,73,https://www.transfermarkt.com.br/chapecoense/spielplan/verein/17776/saison_id/2019
2,América Mineiro,38,20,13,5,43:23,20,73,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2019
3,EC Juventude,38,17,10,11,52:42,10,61,https://www.transfermarkt.com.br/esporte-clube-juventude/spielplan/verein/10492/saison_id/2019
4,Cuiabá EC,38,17,10,11,48:40,8,61,https://www.transfermarkt.com.br/cuiaba-ec-mt-/spielplan/verein/28022/saison_id/2019
5,CSA,38,16,10,12,50:37,13,58,https://www.transfermarkt.com.br/centro-sportivo-alagoano-al-/spielplan/verein/18545/saison_id/2019
6,Sampaio Corrêa FC,38,17,6,15,50:38,12,57,https://www.transfermarkt.com.br/sampaio-correa-fc-ma-/spielplan/verein/3319/saison_id/2019
7,AA Ponte Preta,38,16,9,13,54:49,5,57,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2019
8,Operário FEC,38,15,12,11,40:34,6,57,https://www.transfermarkt.com.br/operario-ferroviario-ec-pr-/spielplan/verein/27214/saison_id/2019
9,Avaí FC,38,16,7,15,45:49,-4,55,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2019
10,CRB,38,15,7,16,48:47,1,52,https://www.transfermarkt.com.br/clube-de-regatas-brasil-al-/spielplan/verein/11449/saison_id/2019
11,Cruzeiro EC,38,14,13,11,39:32,7,49,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2019
12,GE Brasil,38,11,16,11,31:33,-2,49,https://www.transfermarkt.com.br/gremio-esportivo-brasil-rs-/spielplan/verein/10560/saison_id/2019
13,Guarani FC,38,13,9,16,41:48,-7,48,https://www.transfermarkt.com.br/guarani-fc-sp-/spielplan/verein/1755/saison_id/2019
14,EC Vitória,38,11,15,12,45:45,0,48,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2019
15,AD Confiança,38,12,10,16,38:46,-8,46,https://www.transfermarkt.com.br/associacao-desportiva-confianca-se-/spielplan/verein/3280/saison_id/2019
16,Náutico,38,10,14,14,35:42,-7,44,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2019
17,Figueirense FC,38,9,12,17,35:49,-14,39,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2019
18,Paraná Clube,38,9,10,19,34:50,-16,37,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2019
19,Botafogo FC,38,8,10,20,26:39,-13,34,https://www.transfermarkt.com.br/botafogo-futebol-clube-sp-/spielplan/verein/9030/saison_id/2019
20,Oeste FC,38,7,8,23,28:60,-32,29,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2019
