position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Napoli,38,24,10,4,59:27,32,82,https://www.transfermarkt.com.br/ssc-neapel/spielplan/verein/6195/saison_id/2024
2,Inter de Milão,38,24,9,5,79:35,44,81,https://www.transfermarkt.com.br/inter-mailand/spielplan/verein/46/saison_id/2024
3,Atalanta BC,38,22,8,8,78:37,41,74,https://www.transfermarkt.com.br/atalanta-bergamo/spielplan/verein/800/saison_id/2024
4,Juventus FC,38,18,16,4,58:35,23,70,https://www.transfermarkt.com.br/juventus-turin/spielplan/verein/506/saison_id/2024
5,AS Roma,38,20,9,9,56:35,21,69,https://www.transfermarkt.com.br/as-rom/spielplan/verein/12/saison_id/2024
6,ACF Fiorentina,38,19,8,11,60:41,19,65,https://www.transfermarkt.com.br/ac-florenz/spielplan/verein/430/saison_id/2024
7,SS Lazio,38,18,11,9,61:49,12,65,https://www.transfermarkt.com.br/lazio-rom/spielplan/verein/398/saison_id/2024
8,AC Milan,38,18,9,11,61:43,18,63,https://www.transfermarkt.com.br/ac-mailand/spielplan/verein/5/saison_id/2024
9,Bologna,38,16,14,8,57:47,10,62,https://www.transfermarkt.com.br/fc-bologna/spielplan/verein/1025/saison_id/2024
10,Como 1907,38,13,10,15,49:52,-3,49,https://www.transfermarkt.com.br/como-1907/spielplan/verein/1047/saison_id/2024
11,Torino FC,38,10,14,14,39:45,-6,44,https://www.transfermarkt.com.br/fc-turin/spielplan/verein/416/saison_id/2024
12,Udinese Calcio,38,12,8,18,41:56,-15,44,https://www.transfermarkt.com.br/udinese-calcio/spielplan/verein/410/saison_id/2024
13,Genoa,38,10,13,15,37:49,-12,43,https://www.transfermarkt.com.br/genua-cfc/spielplan/verein/252/saison_id/2024
14,Hellas Verona,38,10,7,21,34:66,-32,37,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2024
15,Cagliari Calcio,38,9,9,20,40:56,-16,36,https://www.transfermarkt.com.br/cagliari-calcio/spielplan/verein/1390/saison_id/2024
16,Parma Calcio 1913,38,7,15,16,44:58,-14,36,https://www.transfermarkt.com.br/parma-calcio-1913/spielplan/verein/130/saison_id/2024
17,US Lecce,38,8,10,20,27:58,-31,34,https://www.transfermarkt.com.br/us-lecce/spielplan/verein/1005/saison_id/2024
18,FC Empoli,38,6,13,19,33:59,-26,31,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2024
19,Venezia FC,38,5,14,19,32:56,-24,29,https://www.transfermarkt.com.br/venezia-fc/spielplan/verein/607/saison_id/2024
20,AC Monza,38,3,9,26,28:69,-41,18,https://www.transfermarkt.com.br/ac-monza/spielplan/verein/2919/saison_id/2024
