source_id,source_csv_file,league_name,season_year,num_total_teams,num_total_games,num_null_attendance_games,pct_null_attendance_games,is_valid_url,is_double_rounded,is_valid_attendance,has_all_teams_files
2ba051ec1d6830722d19c2bd88d65cb6ae909130d1ea2213645bfa0f07c1839f,superlig_2019_standings.csv,superlig,2019,18,306,82,26.8,True,True,False,True
b07ab4a055c6050f5629aa89b9f88a5f58ca5abac5d70f18fd6907fce626599c,superlig_2017_standings.csv,superlig,2017,18,306,191,62.42,True,True,False,True
f302c110f60bc8be235f605c9610c43a1877708f7234f6ff1a2e9e25a5d53c18,superlig_2016_standings.csv,superlig,2016,18,306,45,14.71,True,True,False,True
7dd237a150af985a9269474331ac5018700a72a8c0bf599895caaf78b32b10c8,superlig_2022_standings.csv,superlig,2022,19,342,30,8.77,True,True,False,True
633990a6553446f3db91f34c03ae8ae32e323942cda0e1b9aa5c7c50d0d0977b,superlig_2021_standings.csv,superlig,2021,20,380,1,0.26,True,True,True,True
6719e48a96cffb2a44ab1b828f1c7eb190bd0cc3b872715dc340482f6d8b4898,superlig_2018_standings.csv,superlig,2018,18,306,88,28.76,True,True,False,True
6bce47319cccd3a86cdde42cb995d79a1c252b304f4bf518e4e9bc28b26bb337,superlig_2015_standings.csv,superlig,2015,18,306,13,4.25,True,True,True,True
d1d816d3a6bc3adf3b8b91125c2c002951549c3e8921530b913d7dd53b2c5840,superlig_2023_standings.csv,superlig,2023,20,380,1,0.26,True,True,True,True
2ed95c78ed409dcc8989de6e0df22dcc4686098bcb5ffa229bb4d4f38e24aebb,serieb_2014_standings.csv,serieb,2014,22,462,0,0.0,True,True,True,True
cb15626ed65a6ba7053831030973c3ff924764344fca557fe4ced59968b7df4f,serieb_2013_standings.csv,serieb,2013,22,462,0,0.0,True,True,True,True
641daf5a3d3fd471d0ae8496ee3b2cf785ce9eb64aae44280e811b1c5e3cb818,serieb_2003_standings.csv,serieb,2003,24,552,6,1.09,True,True,True,True
aa069d9d7fc1bc32a11f2f536585675cb13fb42cedab5e403cfcd649cd8a4b6a,serieb_2002_standings.csv,serieb,2002,20,380,6,1.58,True,True,True,True
ec19d7f8bfd6a42766207cba9360fefb0b424a27a760f103f2b20f4764c7f367,serieb_2009_standings.csv,serieb,2009,22,462,1,0.22,True,True,True,True
65fed34a938743f8d574a91ad24eac791f77a64768d8e5f0c94ab9bde15da994,serieb_2008_standings.csv,serieb,2008,22,462,1,0.22,True,True,True,True
ae5bee053ad28e1b30a45545e7133611e3e7af4d908c16fe24347c1ee151af95,serieb_2007_standings.csv,serieb,2007,22,462,2,0.43,True,True,True,True
9d53189d3802311aa363bd943441225f9496be343d34ee6948f5161a6b255911,serieb_2024_standings.csv,serieb,2024,20,380,1,0.26,True,True,True,True
969416465b9a99476027307c1f130285f0cc2209f4018ec1a1cb31ed3b93d108,serieb_2020_standings.csv,serieb,2020,20,380,343,90.26,True,True,False,True
1ba399908105587d06505efa4b9441a4975681f895ee32cf7965b1df586a8927,serieb_2019_standings.csv,serieb,2019,20,380,116,30.53,True,True,False,True
0fec8be74804e2c7981219adfa297a8688b2df877dfe10b552b52373f21ce135,serieb_2010_standings.csv,serieb,2010,22,462,0,0.0,True,True,True,True
969f065574ec74ad6435151959353df6299d26c6475525670aff0a9b864ba778,serieb_2012_standings.csv,serieb,2012,22,462,1,0.22,True,True,True,True
9d5bb9793fd2b8afa44b6b271d580f440bdf3aedfda2bc46ba6f66fa6edddf3d,serieb_2017_standings.csv,serieb,2017,22,462,1,0.22,True,True,True,True
82f64bc44f5769a88631164d758462b2166eebe9e8dcd9a33487956b5f1d301d,serieb_2016_standings.csv,serieb,2016,22,462,2,0.43,True,True,True,True
e3e982471c046b3c3e77d659cad23d769acd95abc1c372e8d71b237478296a70,serieb_2022_standings.csv,serieb,2022,20,380,0,0.0,True,True,True,True
d62446da13a36b05252e49f8c9866b6b7dbb5d432781339998dbd7b3f03147fb,serieb_2021_standings.csv,serieb,2021,20,380,0,0.0,True,True,True,True
1e698698a77092cbc4bd2a496deab98850dab7a6f9ec7dbee30815ba3f4ed605,serieb_2006_standings.csv,serieb,2006,22,462,15,3.25,True,True,True,True
a0037b28119e0be29881c273424bd53ef660dcbe5e52eaaf4671ab70e1ee0245,serieb_2018_standings.csv,serieb,2018,19,342,1,0.29,True,True,True,True
b7400f7b74ecff216b3ce2408d11fb9e0ed3df98067ebb4423ea48b57a011c76,serieb_2015_standings.csv,serieb,2015,22,462,0,0.0,True,True,True,True
687096aa41fe72c68d625986cd3ad211bb72bd1f51d50eb3a1b88c1ddf1eda6a,serieb_2023_standings.csv,serieb,2023,20,380,2,0.53,True,True,True,True
76fb11015ed8c9cac2929ec6980dc5df47cf4c6669300bcd52fc6869d355517e,serieb_2011_standings.csv,serieb,2011,22,462,0,0.0,True,True,True,True
80594d1a2a81ed72848e96958b2f845d95758769fe060cb1078dc83744478e8b,serieb_2005_standings.csv,serieb,2005,22,462,6,1.3,True,True,True,True
b8a0ac8831b38a2614d0b05d3be952285a1524f8452e69b8adfcc3333a020723,serieb_2004_standings.csv,serieb,2004,22,462,8,1.73,True,True,True,True
1a836cb9069d3198e5478c40ceb45e399fac07135771a9d348b860ae397fb7ec,saudiproleague_2014_standings.csv,saudiproleague,2014,14,182,8,4.4,True,True,True,True
da2a7819554db26ca3f9a40d752dac8ae1c165f141c22a47cdd551d05aeb2fdd,saudiproleague_2024_standings.csv,saudiproleague,2024,18,306,0,0.0,True,True,True,True
a375cf791c998488efce17d7d1cbb9058bd2dbf33aced6684aa580e9f68a6bf7,saudiproleague_2020_standings.csv,saudiproleague,2020,16,240,240,100.0,True,True,False,True
384e9b149515fca4a62765503de5c4de9510805282098a14fe1edbfa59af3084,saudiproleague_2019_standings.csv,saudiproleague,2019,16,240,206,85.83,True,True,False,True
b802550b2b33ab8b4e1ca7406ce6ddf9e2d2de27910b36cb02d087d371421bd3,saudiproleague_2017_standings.csv,saudiproleague,2017,14,182,3,1.65,True,True,True,True
3a129cfa86e9363fc7bc24141cd82b8b30ff32f0e932cfba59ed605a173d9abb,saudiproleague_2016_standings.csv,saudiproleague,2016,14,182,2,1.1,True,True,True,True
a5c32e9286f8967aa47e402447be5be5ccaae44dcc6055e6882dafabe0cb3e14,saudiproleague_2022_standings.csv,saudiproleague,2022,16,240,13,5.42,True,True,False,True
7fe59b80392f8ff20d46f173d4fe82ad184bb2e1ad01f8d7371b4baeae59a3d0,saudiproleague_2021_standings.csv,saudiproleague,2021,16,240,83,34.58,True,True,False,True
474242f7ac3f7f709832c5ad1ee0486b7dad49174f8553bd13ffd9a986e9486d,saudiproleague_2018_standings.csv,saudiproleague,2018,16,240,0,0.0,True,True,True,True
006af1319cc32d4c771a21cf57952b341b49da96ac7d429df0a072784dadb46a,saudiproleague_2015_standings.csv,saudiproleague,2015,14,182,0,0.0,True,True,True,True
b6f35fb0895f0a906b2ed39ffac9f85717502304253db313fec8faaa56d1c479,saudiproleague_2023_standings.csv,saudiproleague,2023,18,306,0,0.0,True,True,True,True
36beab7ba48260a6cecb2cd9cbf1deec65654006eee40e53889e4b6b32c934aa,2bundesliga_2000_standings.csv,2bundesliga,2000,18,306,0,0.0,True,True,True,True
75cc3b5b3b8da2b2e8dc32a7411d22bd0a2e8da2b17ffeb46e420cb2eefa5e6f,2bundesliga_2014_standings.csv,2bundesliga,2014,18,306,0,0.0,True,True,True,True
20e01d190929ca7c3808628f6eefde510723ebb12887bfc90994f7af620f7bf6,2bundesliga_2013_standings.csv,2bundesliga,2013,18,306,0,0.0,True,True,True,True
cd6eb123aa2f2540111919f6f4d1b45b988516e0823023961438a7edfc051ae6,2bundesliga_1995_standings.csv,2bundesliga,1995,18,306,0,0.0,True,True,True,True
97224a96a2029b74967c8a97bc488eb519f30468ed4ae5053cba8ee283cd26e5,2bundesliga_1999_standings.csv,2bundesliga,1999,18,306,0,0.0,True,True,True,True
c2363bdd18012a9cf088f13ceca7812edd68e0995b73d437d46117aeb7a44680,2bundesliga_2003_standings.csv,2bundesliga,2003,18,306,1,0.33,True,True,True,True
6c8fe8c8cdcd375f183ad05a25060e0120de73e535fc880f0b6924d53e72d17d,2bundesliga_1998_standings.csv,2bundesliga,1998,18,306,0,0.0,True,True,True,True
e46d3259ae5717366f51873a4ea6f5a0e47106e0cefb64c090570ca199a16fc2,2bundesliga_2002_standings.csv,2bundesliga,2002,18,306,0,0.0,True,True,True,True
0257b9c07c438609765d56d894e84dd2b41e3de10fffff982ba0e6c2552bf4a8,2bundesliga_2009_standings.csv,2bundesliga,2009,18,306,0,0.0,True,True,True,True
1ddb3b7aecba45b12b6893b5781592b7393317ce7b1386436840285d93d4fd71,2bundesliga_2008_standings.csv,2bundesliga,2008,18,306,0,0.0,True,True,True,True
875a44e7edf836724f67302a75197068b51a040a10e4d831dbe4a39ae6b30c4c,2bundesliga_2007_standings.csv,2bundesliga,2007,18,306,0,0.0,True,True,True,True
c33832885a357f3fc139799d39bb9806e503e60ba2f3e8724a18a1b18754eb9b,2bundesliga_1997_standings.csv,2bundesliga,1997,18,306,0,0.0,True,True,True,True
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga_1992_standings.csv,2bundesliga,1992,24,552,0,0.0,True,True,True,True
c73ddb506b25eae4393ab54eb0a1e5ae59127031d2f54118f1aa4a794768b4e4,2bundesliga_2024_standings.csv,2bundesliga,2024,18,306,0,0.0,True,True,True,True
92397e40d991f2b96444c7e38f3285b4a3ae3a8bbed346ce342afc8dd70d6973,2bundesliga_2020_standings.csv,2bundesliga,2020,18,306,265,86.6,True,True,False,True
a1678c99173132fd29ab1a5aff2ab95e6f8a30238dfe82430398cf90fff07534,2bundesliga_2019_standings.csv,2bundesliga,2019,18,306,81,26.47,True,True,False,True
d45ece7baecf114ec1a167db7e3fccc9240d9f7f3393af201e83f1f9b327ab68,2bundesliga_2010_standings.csv,2bundesliga,2010,18,306,0,0.0,True,True,True,True
f9c73642191bdeadc7094576e66d953b49b87442c2b8354d6751e55aa8f49131,2bundesliga_1994_standings.csv,2bundesliga,1994,18,306,0,0.0,True,True,True,True
23eb5b12a17274b951efdecf20b56af301594c350f0a4d35f8f36d9947e4ae2c,2bundesliga_1991_standings.csv,2bundesliga,1991,18,306,234,76.47,False,True,False,True
822e4ab1d7b7f9da4c04a6b63d52ac061dcbe9f69eb26a839331e54896469bb1,2bundesliga_2012_standings.csv,2bundesliga,2012,18,306,0,0.0,True,True,True,True
68fec9850da0ccbae5e864aad6582acbae3eba4480605076455a2c3bb6021c28,2bundesliga_2017_standings.csv,2bundesliga,2017,18,306,0,0.0,True,True,True,True
f179308ad5133b8c53633d840d43151ac0ac8e4ac5b7ebe0478fb844ca3d774b,2bundesliga_1990_standings.csv,2bundesliga,1990,20,380,0,0.0,True,True,True,True
c6c7ad4592d8f3ae99e4a4d2d9dda4a064b5e217d840480973becbff23a76c83,2bundesliga_2016_standings.csv,2bundesliga,2016,18,306,0,0.0,True,True,True,True
f44fdc5895d755ba14b8617dff278557de2b9e626de2607b1bd76d2a504f3a2e,2bundesliga_2022_standings.csv,2bundesliga,2022,18,306,0,0.0,True,True,True,True
d0a7d5db2443b82c88ce34dbaf854662f333be8e4cd2ca3b86bbdd3ca719b8dc,2bundesliga_2021_standings.csv,2bundesliga,2021,18,306,16,5.23,True,True,False,True
cf675a20c98b7ffdbd078483e758357943e5ad8c0e5c0d87cd82356a63bdea07,2bundesliga_2006_standings.csv,2bundesliga,2006,18,306,0,0.0,True,True,True,True
cf193bafde92f4343b0710cac670a6dd5febe7823aa3d358fe9c4f37bf532f17,2bundesliga_2018_standings.csv,2bundesliga,2018,18,306,0,0.0,True,True,True,True
1e7a9b92f4f4c407fb803d5c4a98e686e8c260be136562d1b74b3eb1f4ac0b45,2bundesliga_2001_standings.csv,2bundesliga,2001,18,306,0,0.0,True,True,True,True
6290149f74fe2f3f9ff30663998d2f31d4f140a859f30edb7774f261eaf40655,2bundesliga_2015_standings.csv,2bundesliga,2015,18,306,0,0.0,True,True,True,True
dfdda98b386287de767bbbfbb0ac2a39b32ee9223b3e52689359512fd9eefc07,2bundesliga_1996_standings.csv,2bundesliga,1996,18,306,0,0.0,True,True,True,True
0d8118bf63210915245e0ba85032d8c41fcc8a1a2ee4ec5555b6dc838eab893b,2bundesliga_2023_standings.csv,2bundesliga,2023,18,306,1,0.33,True,True,True,True
1a936ac62b8875ca644ce59a2bf14f53f73f2502c1bfc33babec1baa1788dff4,2bundesliga_2011_standings.csv,2bundesliga,2011,18,306,2,0.65,True,True,True,True
fe15cf7f10478a8b6abf835520fa6cb09fdb0a459f889c1a30dd91aa91b4ec2d,2bundesliga_2005_standings.csv,2bundesliga,2005,18,306,0,0.0,True,True,True,True
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga_1993_standings.csv,2bundesliga,1993,20,380,0,0.0,True,True,True,True
06f9de8479bb327292fe545c7ced63dbb353f867f4df9decb41ae1d0f34e307e,2bundesliga_2004_standings.csv,2bundesliga,2004,18,306,0,0.0,True,True,True,True
2a0c71d78ee5810737d6633d03362f6cf9a098c218c81f981280ea6323449535,championship_2014_standings.csv,championship,2014,24,552,1,0.18,True,True,True,True
0f128fdeab1713d5006416e3ec77245366922840dd7630f63112ffce8a8669a0,championship_2013_standings.csv,championship,2013,24,552,0,0.0,True,True,True,True
edc742c13bce63bf1bf837bd9cb7c4b94992b47ff961be4f4a8f4c8920500d37,championship_2009_standings.csv,championship,2009,24,552,0,0.0,True,True,True,True
42e597ca2e7b9aa373a69b7bad7e82cba19557cbb5f13b7b5cf87cebbd573679,championship_2008_standings.csv,championship,2008,24,552,0,0.0,True,True,True,True
6f47ca02587da5d922c073d2502cd85c9fa2c2db7163d10ecc187d94c1017e10,championship_2007_standings.csv,championship,2007,24,552,0,0.0,True,True,True,True
dc40172cb7b7851ac2a367c6488cb86d4c5ad142cf9f5a795a12ff5d2f628e08,championship_2024_standings.csv,championship,2024,24,552,0,0.0,True,True,True,True
e9973290469dcc8f804ddb27837925137cc9267295d329f6212233abf8c1dcf9,championship_2020_standings.csv,championship,2020,24,552,532,96.38,True,True,False,True
f2173e82b9b90f02e149596ec2d1f220e98d62f83d55776bedf021e174939da1,championship_2019_standings.csv,championship,2019,24,552,108,19.57,True,True,False,True
d6bf55cb0002a47d2ab0bd04ddfc24d46f748036f50ba586154a609c294257c9,championship_2010_standings.csv,championship,2010,24,552,0,0.0,True,True,True,True
63141efbfa8284400c699353aacb94dcc7de74225043e3434d2f20f003520c17,championship_2012_standings.csv,championship,2012,24,552,0,0.0,True,True,True,True
4f27a37be8526f94ea8bd28146b662985ef3115e04f4b62f487c1912a2e9ded3,championship_2017_standings.csv,championship,2017,24,552,0,0.0,True,True,True,True
040cc34533a394941263cffacb6588c47206e27d8ba0d3133ae13c702479cf3a,championship_2016_standings.csv,championship,2016,24,552,0,0.0,True,True,True,True
a6197fa79cbcf0f7ec09d9a90d8e3515eec71676cc18cbf97b83f4a744cffded,championship_2022_standings.csv,championship,2022,24,552,0,0.0,True,True,True,True
86a2b3c0da134d29c3232a4e5de86e7a9ee5e828c80679ac99b81acff406b3b5,championship_2021_standings.csv,championship,2021,24,552,1,0.18,True,True,True,True
36a411bd552e58bd50a9b48f392ed65c3652f2290ffce45d2645230068a0e3bd,championship_2006_standings.csv,championship,2006,24,552,0,0.0,True,True,True,True
42bae603e8e209dc4ddc6df3a50934b85f91d3fce190e52333e3c00fb54da54e,championship_2018_standings.csv,championship,2018,24,552,1,0.18,True,True,True,True
561ce216fddf19160f9e4091d8419051e0d83eb678a11c92eb82889440628dac,championship_2015_standings.csv,championship,2015,24,552,0,0.0,True,True,True,True
dd4abc843f3e9a4602a0f9527181b4e3cda9d51bb8e330ef0e9c61e837bc9800,championship_2023_standings.csv,championship,2023,24,552,0,0.0,True,True,True,True
0e87b198ea3037830c81abb8e15c1b22c70bc72fa47002893bf6381e431080ff,championship_2011_standings.csv,championship,2011,24,552,0,0.0,True,True,True,True
8941c31a6b8573c19742f1156827553d475d8340ee2a512549a67e58a1ce33cd,championship_2005_standings.csv,championship,2005,24,552,0,0.0,True,True,True,True
7780cf30344daea05d22f2ba8b97d44a8402a8e233466be8f7d5d9e0ae33fc05,championship_2004_standings.csv,championship,2004,24,552,0,0.0,True,True,True,True
ebd32c47a21609210d5a85b4dbe2a0e231698bb4919fb8a48fea0e45da2496ce,premierleague_2000_standings.csv,premierleague,2000,20,380,0,0.0,True,True,True,True
32756479d208ddc36178539e1b87a3e1d219b17d0cbeb9abc23e43002102f0d3,premierleague_2014_standings.csv,premierleague,2014,20,380,0,0.0,True,True,True,True
2b0104be12d58179929ca8b34b61075ef376f24e205f0a3cdb4fb98f4e8051fb,premierleague_2013_standings.csv,premierleague,2013,20,380,0,0.0,True,True,True,True
7641a082eaffb5e328c74c1a341f60349f67d8c62627d6679a3fba15b45553b4,premierleague_1995_standings.csv,premierleague,1995,20,380,0,0.0,True,True,True,True
4a478e7679170f20d8fd74fb177c1a1d3294b5669729a3b6b0879e298f7c482e,premierleague_1999_standings.csv,premierleague,1999,20,380,0,0.0,True,True,True,True
86dd445eb16e51e8830e68aebd0c665458d5209ab07eae57a4fef225335cacec,premierleague_2003_standings.csv,premierleague,2003,20,380,0,0.0,True,True,True,True
ee98ec9d1e0990ecb2e22b990cc381180209ba1dbe0bf8bce275f85c3cf78d35,premierleague_1998_standings.csv,premierleague,1998,20,380,0,0.0,True,True,True,True
0c63088a5364a5c3a467e3b9431953cc6310e34669cd0ec835c576413b3a95e6,premierleague_2002_standings.csv,premierleague,2002,20,380,0,0.0,True,True,True,True
25d383e2025bb20b0a3937fb54bc1786ac155183bdcd9dbce88401a316801ace,premierleague_2009_standings.csv,premierleague,2009,20,380,0,0.0,True,True,True,True
099a49d3bb2bca753697e16959ecf090ec8b81bc796c9e0e80a349a2279301bd,premierleague_2008_standings.csv,premierleague,2008,20,380,0,0.0,True,True,True,True
d26fddc92045f2cbc9e56cae8fe3357b79e358d6bc3e4f309c61d63fede22de1,premierleague_2007_standings.csv,premierleague,2007,20,380,0,0.0,True,True,True,True
44f99e5426e16d9104d9f0f8ea75385c557311e87f05a348c6c5ce2b4ff02c03,premierleague_1997_standings.csv,premierleague,1997,20,380,0,0.0,True,True,True,True
3fbc06517d2b532c378aba246182db12d78dd9f3f035084399b7e36ec919516d,premierleague_1992_standings.csv,premierleague,1992,22,462,0,0.0,True,True,True,True
9fff6bb382b8da40efbc9e5fbb58a4f0f2579e9e105d0b3c3f2b3be506558985,premierleague_2024_standings.csv,premierleague,2024,20,380,0,0.0,True,True,True,True
59afac0544e362265be42e44eded42f89f9b27bbc33db435b67d92c2640a5809,premierleague_2020_standings.csv,premierleague,2020,20,380,348,91.58,True,True,False,True
dee3b149249d68c1d6b136166cb79b215deadfd14b7997288484afd8425d9e63,premierleague_2019_standings.csv,premierleague,2019,20,380,92,24.21,True,True,False,True
efdc7bfdf7aa0f82a205f5c7f60796d3e4c0bd842aaa241a88998d6e5ca345dd,premierleague_2010_standings.csv,premierleague,2010,20,380,0,0.0,True,True,True,True
478e1583095f48ae51e23871d083ed80f42bfc4c952847c166cd6987fbbc260b,premierleague_1994_standings.csv,premierleague,1994,22,462,0,0.0,True,True,True,True
e17240467432cffaed4e70d33c6849293c89e2926236873b03995560320d155d,premierleague_2012_standings.csv,premierleague,2012,20,380,0,0.0,True,True,True,True
a8b10e96bd3e8b4248241d999648385e18d3f15fb7a653aa697c93542efc1aa8,premierleague_2017_standings.csv,premierleague,2017,20,380,0,0.0,True,True,True,True
9871673d4484a6959e0ddea85d5cef9849bb68a43939e745ef41e07e1fb58209,premierleague_2016_standings.csv,premierleague,2016,20,380,0,0.0,True,True,True,True
fe902fac3a7eb68a8fda4cdc29413647a4e21cf98254d853b232d7b0b7b2b24b,premierleague_2022_standings.csv,premierleague,2022,20,380,0,0.0,True,True,True,True
ec72d608c750561801794abb84eac223721e437f4024085e4e4401eb9cbc46e1,premierleague_2021_standings.csv,premierleague,2021,20,380,13,3.42,True,True,True,True
4c57cd3543c67b767a2273d6922c94d214b7e033f26dc4845dc9ccb14407c397,premierleague_2006_standings.csv,premierleague,2006,20,380,0,0.0,True,True,True,True
51d4acf9617ff718276e1f40c6fe438dd4a2b8ee34785784ab44739689d1139e,premierleague_2018_standings.csv,premierleague,2018,20,380,0,0.0,True,True,True,True
fd17c047ab1b479a6311283cf561d6823f7467caf30da69c93ec5fe1abeedbb3,premierleague_2001_standings.csv,premierleague,2001,20,380,0,0.0,True,True,True,True
f5aa29750cc2db425e1b8d3bcdce0c47e28e7844e28cec98c521214044d15d65,premierleague_2015_standings.csv,premierleague,2015,20,380,0,0.0,True,True,True,True
1b047eb6910f2fd1972f99004195098338a23346f5bd887559d11a19444f236f,premierleague_1996_standings.csv,premierleague,1996,20,380,0,0.0,True,True,True,True
fb9fa96bc6396e2f061d6fa29cdb568087b9c5803d64c247fdbc5644e7e59f96,premierleague_2023_standings.csv,premierleague,2023,20,380,0,0.0,True,True,True,True
0a08486f437d58763f0449b70808f8e6055910f64322639426ab15e1ef54f9c2,premierleague_2011_standings.csv,premierleague,2011,20,380,0,0.0,True,True,True,True
027370ce48ed1ba59e049494ec23e1bdb6ded3adb33bc6a9562392c776affb32,premierleague_2005_standings.csv,premierleague,2005,20,380,0,0.0,True,True,True,True
ac7dbcb977c13ff821330cfa47453e2fcb77443af31ccce87ac29cc3b605c6ae,premierleague_1993_standings.csv,premierleague,1993,22,462,0,0.0,True,True,True,True
46258588d0274c9f54df4447f08b7c76a496c24006ff47e2398c4c7dae6f27f6,premierleague_2004_standings.csv,premierleague,2004,20,380,0,0.0,True,True,True,True
094edfe05e7985772694a5ddc0ae3a215eff5375dd43547133b8b19644b7f157,jupilerproleague_2014_standings.csv,jupilerproleague,2014,16,240,0,0.0,True,True,True,True
2245818dc5472d95aa7ae31502ffe634c15958474a98727878d7274a1ac83667,jupilerproleague_2013_standings.csv,jupilerproleague,2013,16,240,0,0.0,True,True,True,True
456f5ee3c0c408cdb31e53292bdf9537919ff2cb6f2c4c403e3ca6d233b81405,jupilerproleague_2009_standings.csv,jupilerproleague,2009,16,228,0,0.0,True,False,True,True
1df679a954006c563da1a48ff4ad22b9a52338f78c1704f43a11efffec9462f7,jupilerproleague_2008_standings.csv,jupilerproleague,2008,18,306,0,0.0,True,True,True,True
cf928ad77930e54faef40772e1d79e8939385361599ac60879f408a58e5f2249,jupilerproleague_2024_standings.csv,jupilerproleague,2024,16,240,1,0.42,True,True,True,True
33c27cb00597b328d09d102586b74f760199016434ac581e4b4cdfef089c232f,jupilerproleague_2020_standings.csv,jupilerproleague,2020,18,306,262,85.62,True,True,False,True
ec4d929be2b55995db88e3e0d7de9fdbd16139ab3616a5842df6bc30833fff26,jupilerproleague_2019_standings.csv,jupilerproleague,2019,16,232,6,2.59,True,False,True,True
3a9c6c252ef2fec42655dc26d55fd939cca1b0816d9d949dea34051eaf5efcc5,jupilerproleague_2010_standings.csv,jupilerproleague,2010,16,240,0,0.0,True,True,True,True
3351708b2311f29e7d393cce38186db417329e1b5909227030a582ccfd701561,jupilerproleague_2012_standings.csv,jupilerproleague,2012,16,240,0,0.0,True,True,True,True
feb2b6b79655ed92afc95cbe859f76e538189611492b985ccd21e4759cb74193,jupilerproleague_2017_standings.csv,jupilerproleague,2017,16,240,0,0.0,True,True,True,True
793b62408457e42012f7fca22db535f408ed0b020baf8bf5ea93122110a093b7,jupilerproleague_2016_standings.csv,jupilerproleague,2016,16,240,1,0.42,True,True,True,True
c37777ef087f6e3a33dd461c5dee09908defc2e2612cb56564dd159943ef822b,jupilerproleague_2022_standings.csv,jupilerproleague,2022,18,306,3,0.98,True,True,True,True
