g_type,g_type_display,threshold_label,n_teams,mean_normalized_rank,median_normalized_rank,std_normalized_rank,min_normalized_rank,max_normalized_rank,n_top_half,pct_top_half,n_bottom_half,pct_bottom_half
balanced,G0 (Balanced),G: 0.300,6073,0.5018881100506727,0.5238095238095238,0.30306308526542575,0.0,1.0,3008,49.53070969866623,3065,50.46929030133377
unbalanced_weak,G- (Unbalanced Weak),G: 0.300,752,0.4777923570778645,0.47058823529411764,0.30669887627635756,0.0,1.0,411,54.65425531914894,341,45.34574468085106
unbalanced_strong,G+ (Unbalanced Strong),G: 0.300,740,0.506691785667001,0.5263157894736842,0.30752057105921865,0.0,1.0,360,48.648648648648646,380,51.351351351351354
