position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,LOSC Lille,38,24,11,3,64:23,41,83,https://www.transfermarkt.com.br/losc-lille/spielplan/verein/1082/saison_id/2020
2,FC Paris Saint-Germain,38,26,4,8,86:28,58,82,https://www.transfermarkt.com.br/fc-paris-saint-germain/spielplan/verein/583/saison_id/2020
3,AS Monaco,38,24,6,8,76:42,34,78,https://www.transfermarkt.com.br/as-monaco/spielplan/verein/162/saison_id/2020
4,Olympique Lyon,38,22,10,6,81:43,38,76,https://www.transfermarkt.com.br/olympique-lyon/spielplan/verein/1041/saison_id/2020
5,Olympique Marselha,38,16,12,10,54:47,7,60,https://www.transfermarkt.com.br/olympique-marseille/spielplan/verein/244/saison_id/2020
6,Stade Rennais FC,38,16,10,12,52:40,12,58,https://www.transfermarkt.com.br/fc-stade-rennes/spielplan/verein/273/saison_id/2020
7,RC Lens,38,15,12,11,55:54,1,57,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2020
8,Montpellier HSC,38,14,12,12,60:62,-2,54,https://www.transfermarkt.com.br/montpellier-hsc/spielplan/verein/969/saison_id/2020
9,OGC Nice,38,15,7,16,50:53,-3,52,https://www.transfermarkt.com.br/ogc-nizza/spielplan/verein/417/saison_id/2020
10,FC Metz,38,12,11,15,44:48,-4,47,https://www.transfermarkt.com.br/fc-metz/spielplan/verein/347/saison_id/2020
11,AS Saint-Étienne,38,12,10,16,42:54,-12,46,https://www.transfermarkt.com.br/as-saint-etienne/spielplan/verein/618/saison_id/2020
12,FCG Bordeaux,38,13,6,19,42:56,-14,45,https://www.transfermarkt.com.br/fc-girondins-bordeaux/spielplan/verein/40/saison_id/2020
13,Angers SCO,38,12,8,18,40:58,-18,44,https://www.transfermarkt.com.br/sco-angers/spielplan/verein/1420/saison_id/2020
14,Stade Reims,38,9,15,14,42:50,-8,42,https://www.transfermarkt.com.br/stade-reims/spielplan/verein/1421/saison_id/2020
15,RC Strasbourg Alsace,38,11,9,18,49:58,-9,42,https://www.transfermarkt.com.br/rc-strassburg-alsace/spielplan/verein/667/saison_id/2020
16,FC Lorient,38,11,9,18,50:68,-18,42,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2020
17,Stade Brestois 29,38,11,8,19,50:66,-16,41,https://www.transfermarkt.com.br/stade-brest-29/spielplan/verein/3911/saison_id/2020
18,FC Nantes,38,9,13,16,47:55,-8,40,https://www.transfermarkt.com.br/fc-nantes/spielplan/verein/995/saison_id/2020
19,Nîmes Olympique,38,9,8,21,40:71,-31,35,https://www.transfermarkt.com.br/nimes-olympique/spielplan/verein/1160/saison_id/2020
20,Dijon FCO,38,4,9,25,25:73,-48,21,https://www.transfermarkt.com.br/dijon-fco/spielplan/verein/2969/saison_id/2020
