position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Bayern Munique,34,22,9,3,67:32,35,75,https://www.transfermarkt.com.br/fc-bayern-munchen/spielplan/verein/27/saison_id/2005
2,Werder Bremen,34,21,7,6,79:37,42,70,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/2005
3,Hamburger SV,34,21,5,8,53:30,23,68,https://www.transfermarkt.com.br/hamburger-sv/spielplan/verein/41/saison_id/2005
4,Schalke 04,34,16,13,5,47:31,16,61,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/2005
5,Bayer 04 Leverkusen,34,14,10,10,64:49,15,52,https://www.transfermarkt.com.br/bayer-04-leverkusen/spielplan/verein/15/saison_id/2005
6,Hertha Berlim,34,12,12,10,52:48,4,48,https://www.transfermarkt.com.br/hertha-bsc/spielplan/verein/44/saison_id/2005
7,Borussia Dortmund,34,11,13,10,45:42,3,46,https://www.transfermarkt.com.br/borussia-dortmund/spielplan/verein/16/saison_id/2005
8,1.FC Nuremberg,34,12,8,14,49:51,-2,44,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/2005
9,VfB Stuttgart,34,9,16,9,37:39,-2,43,https://www.transfermarkt.com.br/vfb-stuttgart/spielplan/verein/79/saison_id/2005
10,Borussia Mönchengladbach,34,10,12,12,42:50,-8,42,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/2005
11,1.FSV Mainz 05,34,9,11,14,46:47,-1,38,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/2005
12,Hannover 96,34,7,17,10,43:47,-4,38,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/2005
13,Arminia Bielefeld,34,10,7,17,32:47,-15,37,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/2005
14,SG Eintracht Frankfurt,34,9,9,16,42:51,-9,36,https://www.transfermarkt.com.br/eintracht-frankfurt/spielplan/verein/24/saison_id/2005
15,VfL Wolfsburg,34,7,13,14,33:55,-22,34,https://www.transfermarkt.com.br/vfl-wolfsburg/spielplan/verein/82/saison_id/2005
16,1.FC Kaiserslautern,34,8,9,17,47:71,-24,33,https://www.transfermarkt.com.br/1-fc-kaiserslautern/spielplan/verein/2/saison_id/2005
17,1.FC Colônia,34,7,9,18,49:71,-22,30,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/2005
18,MSV Duisburg,34,5,12,17,34:63,-29,27,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/2005
