position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Joinville EC,38,21,7,10,54:33,21,70,https://www.transfermarkt.com.br/joinville-ec-sc-/spielplan/verein/3330/saison_id/2013
2,AA Ponte Preta,38,19,12,7,61:38,23,69,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2013
3,CR Vasco da Gama,38,16,15,7,50:36,14,63,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2013
4,Avaí FC,38,18,8,12,47:40,7,62,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2013
5,América Mineiro,38,20,7,11,59:39,20,61,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2013
6,Boa EC,38,18,5,15,51:48,3,59,https://www.transfermarkt.com.br/boa-esporte-clube-mg-/spielplan/verein/17561/saison_id/2013
7,Atlético Goianiense,38,17,8,13,54:49,5,59,https://www.transfermarkt.com.br/atletico-clube-goianiense/spielplan/verein/15172/saison_id/2013
8,Ceará SC,38,16,9,13,58:53,5,57,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2013
9,Santa Cruz FC,38,14,13,11,51:38,13,55,https://www.transfermarkt.com.br/santa-cruz-futebol-clube-pe-/spielplan/verein/1785/saison_id/2013
10,Sampaio Corrêa FC,38,13,14,11,54:46,8,53,https://www.transfermarkt.com.br/sampaio-correa-fc-ma-/spielplan/verein/3319/saison_id/2013
11,Paraná Clube,38,13,12,13,45:43,2,51,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2013
12,Luverdense EC,38,15,5,18,40:46,-6,50,https://www.transfermarkt.com.br/luverdense-esporte-clube-mt-/spielplan/verein/21599/saison_id/2013
13,Náutico,38,14,8,16,40:47,-7,50,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2013
14,ABC FC,38,14,6,18,34:40,-6,48,https://www.transfermarkt.com.br/abc-futebol-clube-rn-/spielplan/verein/7209/saison_id/2013
15,Oeste FC,38,12,12,14,39:48,-9,48,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2013
16,CA Bragantino,38,13,7,18,45:55,-10,46,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2013
17,América FC,38,12,7,19,44:53,-9,43,https://www.transfermarkt.com.br/america-futebol-clube-rn-/spielplan/verein/1751/saison_id/2013
18,ADRC Icasa,38,11,10,17,34:43,-9,43,https://www.transfermarkt.com.br/ad-recreativa-cultural-icasa-ce-/spielplan/verein/16441/saison_id/2013
19,Vila Nova FC,38,10,2,26,35:70,-35,32,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2013
20,Portuguesa,38,4,13,21,29:59,-30,25,https://www.transfermarkt.com.br/portuguesa-sao-paulo/spielplan/verein/10247/saison_id/2013
