position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,R Charleroi SC,34,23,5,6,64:34,30,74,https://www.transfermarkt.com.br/rsc-charleroi/spielplan/verein/172/saison_id/2011
2,KAS Eupen,34,19,11,4,61:34,27,68,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2011
2,KVRS Waasland - SK Beveren,34,21,5,8,61:34,27,68,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2011
4,KV Oostende (-2024),34,19,9,6,61:29,32,66,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2011
5,Lommel United,34,15,7,12,48:42,6,52,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2011
6,White Star Woluwe FC,34,14,9,11,48:43,5,51,https://www.transfermarkt.com.br/white-star-brussel/spielplan/verein/6342/saison_id/2011
7,KSK Heist,34,11,13,10,46:46,0,46,https://www.transfermarkt.com.br/ksk-heist/spielplan/verein/9888/saison_id/2011
8,V.C. Eendracht Aalst 2002 (-2024),34,13,7,14,46:52,-6,46,https://www.transfermarkt.com.br/sc-eendracht-aalst/spielplan/verein/1111/saison_id/2011
9,CS Visé (-2015),34,12,8,14,44:41,3,44,https://www.transfermarkt.com.br/cs-vise/spielplan/verein/3172/saison_id/2011
10,Royal Antuérpia FC,34,12,7,15,39:42,-3,43,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2011
11,Royal Boussu Dour Borinage,34,12,6,16,44:54,-10,42,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2011
12,AFC Tubize,34,12,5,17,36:55,-19,41,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2011
13,KSV Roeselare (-2020),34,9,13,12,46:51,-5,40,https://www.transfermarkt.com.br/ksv-roeselare/spielplan/verein/2977/saison_id/2011
14,FC Brüssel,34,9,11,14,44:46,-2,38,https://www.transfermarkt.com.br/rwdm-brussel-fc/spielplan/verein/3898/saison_id/2011
15,SK Sint-Niklaas,34,8,10,16,41:54,-13,34,https://www.transfermarkt.com.br/sk-sint-niklaas/spielplan/verein/3600/saison_id/2011
16,FCV Dender EH,34,6,15,13,33:43,-10,33,https://www.transfermarkt.com.br/fcv-dender-eh/spielplan/verein/9010/saison_id/2011
17,KVK Tienen,34,9,6,19,34:61,-27,33,https://www.transfermarkt.com.br/kvk-tienen/spielplan/verein/3315/saison_id/2011
18,Standaard Wetteren (-2015),34,4,9,21,19:54,-35,21,https://www.transfermarkt.com.br/standaard-wetteren/spielplan/verein/3083/saison_id/2011
