position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,RSC Anderlecht,30,20,7,3,61:26,35,67,https://www.transfermarkt.com.br/rsc-anderlecht/spielplan/verein/58/saison_id/2011
2,Club Brugge,30,19,4,7,51:32,19,61,https://www.transfermarkt.com.br/fc-brugge/spielplan/verein/2282/saison_id/2011
3,KAA Gent,30,17,5,8,63:35,28,56,https://www.transfermarkt.com.br/kaa-gent/spielplan/verein/157/saison_id/2011
4,Standard de Liège,30,14,9,7,43:33,10,51,https://www.transfermarkt.com.br/standard-luttich/spielplan/verein/3057/saison_id/2011
5,KRC Genk,30,13,7,10,60:44,16,46,https://www.transfermarkt.com.br/krc-genk/spielplan/verein/1184/saison_id/2011
6,KV Kortrijk,30,13,7,10,39:36,3,46,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2011
7,Cercle Brügge,30,13,7,10,36:37,-1,46,https://www.transfermarkt.com.br/cercle-brugge/spielplan/verein/520/saison_id/2011
8,KSC Lokeren (-2020),30,11,11,8,48:40,8,44,https://www.transfermarkt.com.br/ksc-lokeren/spielplan/verein/498/saison_id/2011
9,KV Mechelen,30,10,7,13,40:50,-10,37,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2011
10,RAEC Mons (-2015),30,9,9,12,50:55,-5,36,https://www.transfermarkt.com.br/raec-mons/spielplan/verein/1411/saison_id/2011
11,Beerschot AC (-2013),30,9,9,12,45:51,-6,36,https://www.transfermarkt.com.br/beerschot-ac/spielplan/verein/566/saison_id/2011
12,Lierse SK (-2018),30,6,13,11,24:36,-12,31,https://www.transfermarkt.com.br/lierse-sk/spielplan/verein/204/saison_id/2011
13,Zulte Waregem,30,6,12,12,32:38,-6,30,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2011
14,Oud-Heverlee Leuven,30,7,8,15,38:58,-20,29,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2011
15,KVC Westerlo,30,5,5,20,29:59,-30,20,https://www.transfermarkt.com.br/kvc-westerlo/spielplan/verein/968/saison_id/2011
16,VV St.Truiden,30,3,10,17,32:61,-29,19,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2011
