position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,US Sassuolo,38,25,7,6,78:38,40,82,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2024
2,Pisa Sporting Club,38,23,7,8,64:36,28,76,https://www.transfermarkt.com.br/ac-pisa-1909/spielplan/verein/4172/saison_id/2024
3,Spezia Calcio,38,17,15,6,59:33,26,66,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2024
4,US Cremonese,38,16,13,9,62:44,18,61,https://www.transfermarkt.com.br/us-cremonese/spielplan/verein/2239/saison_id/2024
5,SS Juve Stabia,38,14,13,11,42:41,1,55,https://www.transfermarkt.com.br/ss-juve-stabia/spielplan/verein/5587/saison_id/2024
6,FC Catanzaro,38,11,20,7,51:45,6,53,https://www.transfermarkt.com.br/us-catanzaro/spielplan/verein/4097/saison_id/2024
7,Cesena FC,38,14,11,13,46:47,-1,53,https://www.transfermarkt.com.br/cesena-fc/spielplan/verein/1429/saison_id/2024
8,Palermo FC,38,14,10,14,52:43,9,52,https://www.transfermarkt.com.br/palermo-fc/spielplan/verein/458/saison_id/2024
9,SSC Bari,38,10,18,10,41:40,1,48,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2024
10,FC Südtirol,38,12,10,16,50:57,-7,46,https://www.transfermarkt.com.br/fc-sudtirol/spielplan/verein/4554/saison_id/2024
11,Modena FC,38,10,15,13,48:50,-2,45,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2024
12,Carrarese Calcio 1908,38,11,12,15,39:49,-10,45,https://www.transfermarkt.com.br/carrarese-calcio-1908/spielplan/verein/4159/saison_id/2024
13,AC Reggiana 1919,38,11,11,16,42:52,-10,44,https://www.transfermarkt.com.br/ac-reggiana-1919/spielplan/verein/5621/saison_id/2024
14,Mantova 1911,38,10,14,14,47:56,-9,44,https://www.transfermarkt.com.br/mantova-1911/spielplan/verein/2581/saison_id/2024
15,Frosinone Calcio,38,9,16,13,37:50,-13,43,https://www.transfermarkt.com.br/frosinone-calcio/spielplan/verein/8970/saison_id/2024
16,Salernitana Calcio 1919,38,11,9,18,37:47,-10,42,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2024
17,UC Sampdoria,38,8,17,13,38:49,-11,41,https://www.transfermarkt.com.br/sampdoria-genua/spielplan/verein/1038/saison_id/2024
18,Brescia Calcio (- 2025),38,9,16,13,42:48,-6,39,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2024
19,AS Cittadella,38,10,9,19,30:56,-26,39,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2024
20,Cosenza Calcio,38,7,13,18,32:56,-24,30,https://www.transfermarkt.com.br/cosenza-calcio/spielplan/verein/4031/saison_id/2024
