position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Botafogo FR,38,23,10,5,59:29,30,79,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2023
2,SE Palmeiras,38,22,7,9,60:33,27,73,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2023
3,CR Flamengo,38,20,10,8,61:42,19,70,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2023
4,Fortaleza EC,38,19,11,8,53:39,14,68,https://www.transfermarkt.com.br/fortaleza-esporte-clube/spielplan/verein/10870/saison_id/2023
5,SC Internacional,38,18,11,9,53:36,17,65,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2023
6,São Paulo FC,38,17,8,13,53:43,10,59,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2023
7,SC Corinthians,38,15,11,12,54:45,9,56,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2023
8,EC Bahia,38,15,8,15,49:49,0,53,https://www.transfermarkt.com.br/esporte-clube-bahia/spielplan/verein/10010/saison_id/2023
9,Cruzeiro EC,38,14,10,14,43:41,2,52,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2023
10,CR Vasco da Gama,38,14,8,16,43:56,-13,50,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2023
11,EC Vitória,38,13,8,17,45:52,-7,47,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2023
12,Atlético Mineiro,38,11,14,13,47:54,-7,47,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2023
13,Fluminense FC,38,12,10,16,33:39,-6,46,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2023
14,Grêmio FBPA,38,12,9,17,44:50,-6,45,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2023
15,EC Juventude,38,11,12,15,48:59,-11,45,https://www.transfermarkt.com.br/esporte-clube-juventude/spielplan/verein/10492/saison_id/2023
16,RB Bragantino,38,10,14,14,44:48,-4,44,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2023
17,Athletico Paranaense,38,11,9,18,40:46,-6,42,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2023
18,Criciúma EC,38,9,11,18,42:61,-19,38,https://www.transfermarkt.com.br/criciuma-esporte-clube/spielplan/verein/7178/saison_id/2023
19,Atlético Goianiense,38,7,9,22,29:58,-29,30,https://www.transfermarkt.com.br/atletico-clube-goianiense/spielplan/verein/15172/saison_id/2023
20,Cuiabá EC,38,6,12,20,29:49,-20,30,https://www.transfermarkt.com.br/cuiaba-ec-mt-/spielplan/verein/28022/saison_id/2023
