position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Manchester United FC,38,27,6,5,80:22,58,87,https://www.transfermarkt.com.br/manchester-united/spielplan/verein/985/saison_id/2007
2,Chelsea FC,38,25,10,3,65:26,39,85,https://www.transfermarkt.com.br/fc-chelsea/spielplan/verein/631/saison_id/2007
3,FC Arsenal,38,24,11,3,74:31,43,83,https://www.transfermarkt.com.br/fc-arsenal/spielplan/verein/11/saison_id/2007
4,FC Liverpool,38,21,13,4,67:28,39,76,https://www.transfermarkt.com.br/fc-liverpool/spielplan/verein/31/saison_id/2007
5,FC Everton,38,19,8,11,55:33,22,65,https://www.transfermarkt.com.br/fc-everton/spielplan/verein/29/saison_id/2007
6,Aston Villa FC,38,16,12,10,71:51,20,60,https://www.transfermarkt.com.br/aston-villa/spielplan/verein/405/saison_id/2007
7,Blackburn Rovers,38,15,13,10,50:48,2,58,https://www.transfermarkt.com.br/blackburn-rovers/spielplan/verein/164/saison_id/2007
8,FC Portsmouth,38,16,9,13,48:40,8,57,https://www.transfermarkt.com.br/fc-portsmouth/spielplan/verein/1020/saison_id/2007
9,Manchester City FC,38,15,10,13,45:53,-8,55,https://www.transfermarkt.com.br/manchester-city/spielplan/verein/281/saison_id/2007
10,West Ham United,38,13,10,15,42:50,-8,49,https://www.transfermarkt.com.br/west-ham-united/spielplan/verein/379/saison_id/2007
11,Tottenham Hotspur,38,11,13,14,66:61,5,46,https://www.transfermarkt.com.br/tottenham-hotspur/spielplan/verein/148/saison_id/2007
12,Newcastle United,38,11,10,17,45:65,-20,43,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/2007
13,FC Middlesbrough,38,10,12,16,43:53,-10,42,https://www.transfermarkt.com.br/fc-middlesbrough/spielplan/verein/641/saison_id/2007
14,Wigan Athletic,38,10,10,18,34:51,-17,40,https://www.transfermarkt.com.br/wigan-athletic/spielplan/verein/1071/saison_id/2007
15,AFC Sunderland,38,11,6,21,36:59,-23,39,https://www.transfermarkt.com.br/afc-sunderland/spielplan/verein/289/saison_id/2007
16,Bolton Wanderers,38,9,10,19,36:54,-18,37,https://www.transfermarkt.com.br/bolton-wanderers/spielplan/verein/355/saison_id/2007
17,FC Fulham,38,8,12,18,38:60,-22,36,https://www.transfermarkt.com.br/fc-fulham/spielplan/verein/931/saison_id/2007
18,FC Reading,38,10,6,22,41:66,-25,36,https://www.transfermarkt.com.br/fc-reading/spielplan/verein/1032/saison_id/2007
19,Birmingham City,38,8,11,19,46:62,-16,35,https://www.transfermarkt.com.br/birmingham-city/spielplan/verein/337/saison_id/2007
20,Derby County,38,1,8,29,20:89,-69,11,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2007
