position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Valencia CF,38,21,12,5,51:27,24,75,https://www.transfermarkt.com.br/fc-valencia/spielplan/verein/1049/saison_id/2001
2,RC Deportivo de Corunha,38,20,8,10,65:41,24,68,https://www.transfermarkt.com.br/deportivo-la-coruna/spielplan/verein/897/saison_id/2001
3,Real Madrid CF,38,19,9,10,69:44,25,66,https://www.transfermarkt.com.br/real-madrid/spielplan/verein/418/saison_id/2001
4,FC Barcelona,38,18,10,10,65:37,28,64,https://www.transfermarkt.com.br/fc-barcelona/spielplan/verein/131/saison_id/2001
5,Celta de Vigo,38,16,12,10,64:46,18,60,https://www.transfermarkt.com.br/celta-vigo/spielplan/verein/940/saison_id/2001
6,Real Betis Balompié,38,15,14,9,42:34,8,59,https://www.transfermarkt.com.br/real-betis-sevilla/spielplan/verein/150/saison_id/2001
7,Deportivo Alavés,38,17,3,18,41:44,-3,54,https://www.transfermarkt.com.br/deportivo-alaves/spielplan/verein/1108/saison_id/2001
8,Sevilla FC,38,14,11,13,51:40,11,53,https://www.transfermarkt.com.br/fc-sevilla/spielplan/verein/368/saison_id/2001
9,Athletic Bilbao,38,14,11,13,54:66,-12,53,https://www.transfermarkt.com.br/athletic-bilbao/spielplan/verein/621/saison_id/2001
10,Málaga CF,38,13,14,11,44:44,0,53,https://www.transfermarkt.com.br/fc-malaga/spielplan/verein/1084/saison_id/2001
11,Rayo Vallecano,38,13,10,15,46:52,-6,49,https://www.transfermarkt.com.br/rayo-vallecano/spielplan/verein/367/saison_id/2001
12,Real Valladolid CF,38,13,9,16,45:58,-13,48,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2001
13,Real Sociedad,38,13,8,17,48:54,-6,47,https://www.transfermarkt.com.br/real-sociedad-san-sebastian/spielplan/verein/681/saison_id/2001
14,RCD Espanyol,38,13,8,17,47:56,-9,47,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2001
15,FC Villarreal,38,11,10,17,46:55,-9,43,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2001
16,RCD Mallorca,38,11,10,17,40:52,-12,43,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2001
17,CA Osasuna,38,10,12,16,36:49,-13,42,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2001
18,UD Las Palmas,38,9,13,16,40:50,-10,40,https://www.transfermarkt.com.br/ud-las-palmas/spielplan/verein/472/saison_id/2001
19,CD Tenerife,38,10,8,20,32:58,-26,38,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2001
20,Real Zaragoza,38,9,10,19,35:54,-19,37,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2001
