standings_id,league_name,season_year,team_canonical,final_position,R_array,S_array,G,P_value,is_significant,G_type_0.200,G_type_0.250,G_type_0.300,G_type_0.350,G_type_0.400
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,herthaberlim,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[17, 9, 24, 19, 3, 13, 6, 11, 21, 20, 22, 15, 1, 18, 14, 7, 23, 8, 4, 12, 2, 10, 16]",-0.24209486166007904,0.2657271000486689,False,unbalanced_weak,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,scfortunakoln,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 9, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8]",0.18774703557312253,0.3909714729657896,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,chemnitzerfc,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[21, 20, 22, 15, 1, 14, 9, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11]",-0.1808300395256917,0.4089699610784203,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fccarlzeissjena,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 9, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6]",-0.24703557312252966,0.25579111906173746,False,unbalanced_weak,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,hannover96,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[15, 5, 1, 24, 14, 19, 7, 23, 13, 8, 6, 4, 18, 3, 12, 11, 2, 21, 10, 20, 16, 22, 17]",0.18280632411067196,0.4037815419087559,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,svmeppen,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[19, 3, 13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 12, 2, 9, 16, 17, 5, 24]",-0.042490118577075096,0.8473520965225482,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fchansarostock,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 9, 21, 20, 22, 15, 1, 14, 7]",0.06126482213438736,0.7812492703654053,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,1fsvmainz05,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 9, 2, 10, 16, 17, 5, 24, 19, 3]",-0.11956521739130435,0.5868591882350065,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,wuppertalersv,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[12, 2, 10, 16, 17, 5, 24, 19, 3, 9, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4]",0.012845849802371542,0.9536107425920655,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,vflwolfsburg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[20, 22, 15, 1, 9, 7, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11, 21]",0.04545454545454545,0.836836496093119,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,stuttgarterkickers,15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[9, 1, 14, 7, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11, 21, 20, 22]",0.4189723320158103,0.04660153881127199,True,unbalanced_strong,unbalanced_strong,unbalanced_strong,unbalanced_strong,unbalanced_strong
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fc08homburg,16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24]","[24, 19, 3, 13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 12, 2, 10, 9, 17, 5]",-0.3448616600790514,0.10705938492033772,False,unbalanced_weak,unbalanced_weak,unbalanced_weak,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fcstpauli,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24]","[5, 24, 19, 3, 13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 12, 2, 10, 16, 9]",-0.1926877470355731,0.37839329224974183,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,spvggunterhaching,18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]","[8, 4, 12, 2, 10, 16, 17, 24, 19, 3, 13, 6, 9, 5, 11, 21, 20, 22, 15, 1, 14, 7, 23]",0.23320158102766803,0.28422379213701826,False,unbalanced_strong,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,eintrachtbraunschweigtsv,19,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]","[10, 16, 17, 5, 24, 9, 3, 13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 12, 2]",-0.18972332015810275,0.3859122459775908,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,vflosnabruck,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]","[14, 7, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11, 21, 9, 22, 15, 1]",0.08201581027667984,0.7098728079837824,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fortunadusseldorf95,21,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24]","[7, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11, 9, 20, 22, 15, 1, 14]",0.1383399209486166,0.52902521634333,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,vfboldenburg,22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24]","[1, 14, 7, 23, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18, 11, 21, 20, 9, 15]",0.3191699604743083,0.1376842373432186,False,unbalanced_strong,unbalanced_strong,unbalanced_strong,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,fcremscheid,23,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]","[11, 21, 20, 22, 15, 1, 14, 7, 9, 8, 4, 12, 2, 10, 16, 17, 5, 24, 19, 3, 13, 6, 18]",-0.10869565217391304,0.6215302402954628,False,balanced,balanced,balanced,balanced,balanced
138e405ca6a445a4eba8e038f17d198107b13380c448ff1789339d0cb33a8479,2bundesliga,1992,svdarmstadt98,24,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[16, 17, 5, 9, 19, 3, 13, 6, 18, 11, 21, 20, 22, 15, 1, 14, 7, 23, 8, 4, 12, 2, 10]",-0.18774703557312253,0.3909714729657896,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,vflbochum,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[7, 8, 19, 16, 20, 10, 13, 14, 3, 17, 18, 4, 2, 15, 12, 6, 5, 11, 9]",-0.30526315789473685,0.20377277471476163,False,unbalanced_weak,unbalanced_weak,unbalanced_weak,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,bayer05uerdingen,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[5, 11, 9, 7, 8, 19, 16, 20, 13, 14, 3, 1, 18, 4, 17, 10, 15, 12, 6]",0.03859649122807017,0.8753438786249874,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,tsv1860munique,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[8, 19, 16, 20, 10, 13, 14, 17, 1, 18, 4, 2, 15, 12, 6, 5, 11, 9, 7]",-0.45789473684210524,0.04867412579200528,True,unbalanced_weak,unbalanced_weak,unbalanced_weak,unbalanced_weak,unbalanced_weak
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,fcstpauli,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[11, 9, 7, 8, 19, 16, 20, 10, 13, 14, 3, 1, 18, 17, 2, 15, 12, 6, 5]",-0.18947368421052632,0.4372149811000623,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,vflwolfsburg,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[2, 15, 12, 6, 17, 11, 9, 7, 8, 19, 16, 20, 10, 13, 14, 3, 1, 18, 4]",-0.01754385964912281,0.9431706684765946,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,svwaldhofmannheim,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[15, 12, 17, 5, 11, 9, 7, 8, 16, 20, 10, 13, 14, 3, 19, 1, 18, 4, 2]",-0.23859649122807017,0.3252545411782847,False,unbalanced_weak,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,svmeppen,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[1, 18, 4, 2, 15, 12, 6, 5, 11, 9, 17, 8, 19, 16, 20, 10, 13, 14, 3]",0.30000000000000004,0.2120743320967533,False,unbalanced_strong,unbalanced_strong,unbalanced_strong,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,fchansarostock,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[3, 1, 18, 4, 2, 15, 12, 6, 5, 11, 9, 7, 17, 19, 16, 20, 10, 14, 13]",0.5473684210526315,0.015279471990301049,True,unbalanced_strong,unbalanced_strong,unbalanced_strong,unbalanced_strong,unbalanced_strong
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,chemnitzerfc,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[18, 4, 2, 15, 12, 6, 5, 11, 17, 7, 8, 19, 20, 10, 13, 16, 14, 3, 1]",-0.0035087719298245615,0.9886257366379809,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,1fsvmainz05,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[20, 17, 13, 14, 3, 1, 18, 4, 15, 12, 6, 5, 11, 9, 7, 2, 8, 19, 16]",-0.15614035087719297,0.5232597112042991,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,fc08homburg,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[4, 2, 15, 12, 6, 5, 17, 9, 7, 8, 19, 16, 20, 10, 13, 14, 3, 1, 18]",0.2210526315789474,0.36311000652812464,False,unbalanced_strong,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,herthaberlim,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]","[17, 6, 5, 11, 9, 7, 8, 19, 16, 20, 10, 13, 14, 3, 1, 18, 4, 2, 15]",-0.13859649122807016,0.5714909256572165,False,balanced,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,hannover96,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]","[16, 20, 10, 17, 14, 3, 1, 18, 4, 2, 15, 12, 6, 5, 11, 9, 7, 19, 8]",-0.21228070175438596,0.3829369333210927,False,unbalanced_weak,balanced,balanced,balanced,balanced
ef5f45435f56de886c6a76f20ecf5f4228d9e5820ff66af2681dd5693566f62b,2bundesliga,1993,1fcsaarbrucken,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]","[19, 16, 20, 10, 13, 17, 3, 1, 18, 4, 2, 15, 12, 6, 5, 11, 9, 7, 8]",-0.45614035087719296,0.04965539587956976,True,unbalanced_weak,unbalanced_weak,unbalanced_weak,unbalanced_weak,unbalanced_weak
