round,g_type,n_samples,mean_occupancy,std_occupancy,ci_lower,ci_upper
1,balanced,2821,0.6813466113882838,0.25716881578795064,0.6718564667108036,0.690836756065764
1,unbalanced_weak,205,0.6513091037999412,0.27247575967696314,0.6140092600173818,0.6886089475825007
1,unbalanced_strong,216,0.6804453060513216,0.2512646291439802,0.6469363766526466,0.7139542354499966
2,balanced,2766,0.6638923729492933,0.2575918842260653,0.6542925735194548,0.6734921723791317
2,unbalanced_weak,244,0.6314311161460351,0.2533259526639056,0.5996447528526224,0.6632174794394478
2,unbalanced_strong,235,0.6702660829566666,0.25927357418763247,0.6371163224721411,0.703415843441192
3,balanced,2831,0.6474084674696534,0.2530878039513386,0.6380854316218835,0.6567315033174234
3,unbalanced_weak,203,0.6209317612974228,0.27262410795261904,0.583428217260182,0.6584353053346635
3,unbalanced_strong,209,0.6389480046417848,0.24834205941823911,0.6052787729225515,0.6726172363610181
4,balanced,2784,0.6472598713963462,0.2581319562046744,0.6376710941781323,0.6568486486145602
4,unbalanced_weak,226,0.6181136768234722,0.26362092676009075,0.5837435025486468,0.6524838510982975
4,unbalanced_strong,233,0.6456722125411508,0.25353176581020154,0.6131177528237622,0.6782266722585394
5,balanced,2815,0.6363608263150555,0.25879105882446923,0.6268006447753327,0.6459210078547784
5,unbalanced_weak,221,0.5998708741362252,0.2695784430758445,0.5643286095732444,0.635413138699206
5,unbalanced_strong,207,0.6227418697090358,0.25332868774589334,0.5882310502214365,0.657252689196635
6,balanced,2793,0.640559055005761,0.25937644214851174,0.6309395852777498,0.6501785247337722
6,unbalanced_weak,215,0.6397485773183039,0.2582365763470842,0.6052298641889665,0.6742672904476413
6,unbalanced_strong,236,0.6385684981650985,0.25550633477010914,0.6059696885221246,0.6711673078080724
7,balanced,2793,0.6384387393516721,0.26206781214760505,0.6287194550374992,0.648158023665845
7,unbalanced_weak,243,0.5991886781157001,0.27312372502964755,0.5648477236613486,0.6335296325700516
