position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Ittihad Club,30,22,6,2,60:13,47,72,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2022
2,Al-Nassr FC,30,20,7,3,63:18,45,67,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2022
3,Al-Hilal SFC,30,17,8,5,54:29,25,59,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2022
4,Al-Shabab FC,30,17,5,8,57:33,24,56,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2022
5,Al-Taawoun FC,30,16,7,7,46:34,12,55,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2022
6,Al-Fateh SC,30,13,4,13,48:43,5,43,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2022
7,Al-Ettifaq FC,30,10,7,13,28:36,-8,37,https://www.transfermarkt.com.br/al-ettifaq/spielplan/verein/7732/saison_id/2022
8,Damac FC,30,9,9,12,33:43,-10,36,https://www.transfermarkt.com.br/damac-fc/spielplan/verein/50532/saison_id/2022
9,Al-Tai FC,30,10,4,16,41:49,-8,34,https://www.transfermarkt.com.br/al-taee/spielplan/verein/40079/saison_id/2022
10,Al-Raed SFC,30,9,7,14,41:49,-8,34,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2022
11,Al-Fayha FC,30,8,9,13,31:43,-12,33,https://www.transfermarkt.com.br/al-fayha-fc/spielplan/verein/50531/saison_id/2022
12,Abha Club,30,10,3,17,33:52,-19,33,https://www.transfermarkt.com.br/abha-club/spielplan/verein/40039/saison_id/2022
13,Al-Wehda FC,30,8,8,14,26:43,-17,32,https://www.transfermarkt.com.br/al-wahda-mekka/spielplan/verein/17209/saison_id/2022
14,Al-Khaleej FC,30,9,4,17,30:44,-14,31,https://www.transfermarkt.com.br/al-khaleej/spielplan/verein/6070/saison_id/2022
15,Al-Adalah FC,30,7,7,16,30:56,-26,28,https://www.transfermarkt.com.br/al-adalah-fc/spielplan/verein/55544/saison_id/2022
16,Al-Batin FC,30,5,5,20,27:63,-36,20,https://www.transfermarkt.com.br/al-batin/spielplan/verein/28597/saison_id/2022
