position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Olympique Lyon,38,24,7,7,74:37,37,79,https://www.transfermarkt.com.br/olympique-lyon/spielplan/verein/1041/saison_id/2007
2,FCG Bordeaux,38,22,9,7,65:38,27,75,https://www.transfermarkt.com.br/fc-girondins-bordeaux/spielplan/verein/40/saison_id/2007
3,Olympique Marselha,38,17,11,10,58:45,13,62,https://www.transfermarkt.com.br/olympique-marseille/spielplan/verein/244/saison_id/2007
4,AS Nancy-Lorraine,38,15,15,8,44:30,14,60,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2007
5,AS Saint-Étienne,38,16,10,12,47:34,13,58,https://www.transfermarkt.com.br/as-saint-etienne/spielplan/verein/618/saison_id/2007
6,Stade Rennais FC,38,16,10,12,47:44,3,58,https://www.transfermarkt.com.br/fc-stade-rennes/spielplan/verein/273/saison_id/2007
7,LOSC Lille,38,13,18,7,45:32,13,57,https://www.transfermarkt.com.br/losc-lille/spielplan/verein/1082/saison_id/2007
8,OGC Nice,38,13,16,9,35:30,5,55,https://www.transfermarkt.com.br/ogc-nizza/spielplan/verein/417/saison_id/2007
9,Le Mans Union Club 72,38,14,11,13,46:49,-3,53,https://www.transfermarkt.com.br/le-mans-fc/spielplan/verein/1164/saison_id/2007
10,FC Lorient,38,12,16,10,32:35,-3,52,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2007
11,SM Caen,38,13,12,13,48:53,-5,51,https://www.transfermarkt.com.br/sm-caen/spielplan/verein/1162/saison_id/2007
12,AS Monaco,38,13,8,17,40:48,-8,47,https://www.transfermarkt.com.br/as-monaco/spielplan/verein/162/saison_id/2007
13,Valenciennes FC,38,12,9,17,42:40,2,45,https://www.transfermarkt.com.br/fc-valenciennes/spielplan/verein/1423/saison_id/2007
14,FC Sochaux-Montbéliard,38,10,14,14,34:43,-9,44,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2007
15,AJ Auxerre,38,12,8,18,33:52,-19,44,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2007
16,FC Paris Saint-Germain,38,10,13,15,37:45,-8,43,https://www.transfermarkt.com.br/fc-paris-saint-germain/spielplan/verein/583/saison_id/2007
17,FC Toulouse,38,9,15,14,36:42,-6,42,https://www.transfermarkt.com.br/fc-toulouse/spielplan/verein/415/saison_id/2007
18,RC Lens,38,9,13,16,43:52,-9,40,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2007
19,RC Strasbourg Alsace,38,9,8,21,34:55,-21,35,https://www.transfermarkt.com.br/rc-strassburg-alsace/spielplan/verein/667/saison_id/2007
20,FC Metz,38,5,9,24,28:64,-36,24,https://www.transfermarkt.com.br/fc-metz/spielplan/verein/347/saison_id/2007
