position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SSC Napoli,38,28,6,4,77:28,49,90,https://www.transfermarkt.com.br/ssc-neapel/spielplan/verein/6195/saison_id/2022
2,SS Lazio,38,22,8,8,60:30,30,74,https://www.transfermarkt.com.br/lazio-rom/spielplan/verein/398/saison_id/2022
3,Inter de Milão,38,23,3,12,71:42,29,72,https://www.transfermarkt.com.br/inter-mailand/spielplan/verein/46/saison_id/2022
4,AC Milan,38,20,10,8,64:43,21,70,https://www.transfermarkt.com.br/ac-mailand/spielplan/verein/5/saison_id/2022
5,Atalanta BC,38,19,7,12,66:48,18,64,https://www.transfermarkt.com.br/atalanta-bergamo/spielplan/verein/800/saison_id/2022
6,AS Roma,38,18,9,11,50:38,12,63,https://www.transfermarkt.com.br/as-rom/spielplan/verein/12/saison_id/2022
7,Juventus FC,38,22,6,10,56:33,23,62,https://www.transfermarkt.com.br/juventus-turin/spielplan/verein/506/saison_id/2022
8,ACF Fiorentina,38,15,11,12,53:43,10,56,https://www.transfermarkt.com.br/ac-florenz/spielplan/verein/430/saison_id/2022
9,Bologna,38,14,12,12,53:49,4,54,https://www.transfermarkt.com.br/fc-bologna/spielplan/verein/1025/saison_id/2022
10,Torino FC,38,14,11,13,42:41,1,53,https://www.transfermarkt.com.br/fc-turin/spielplan/verein/416/saison_id/2022
11,AC Monza,38,14,10,14,48:52,-4,52,https://www.transfermarkt.com.br/ac-monza/spielplan/verein/2919/saison_id/2022
12,Udinese Calcio,38,11,13,14,47:48,-1,46,https://www.transfermarkt.com.br/udinese-calcio/spielplan/verein/410/saison_id/2022
13,US Sassuolo,38,12,9,17,47:61,-14,45,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2022
14,FC Empoli,38,10,13,15,37:49,-12,43,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2022
15,Salernitana Calcio 1919,38,9,15,14,48:62,-14,42,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2022
16,US Lecce,38,8,12,18,33:46,-13,36,https://www.transfermarkt.com.br/us-lecce/spielplan/verein/1005/saison_id/2022
17,Spezia Calcio,38,6,13,19,31:62,-31,31,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2022
18,Hellas Verona,38,7,10,21,31:59,-28,31,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2022
19,US Cremonese,38,5,12,21,36:69,-33,27,https://www.transfermarkt.com.br/us-cremonese/spielplan/verein/2239/saison_id/2022
20,UC Sampdoria,38,3,10,25,24:71,-47,19,https://www.transfermarkt.com.br/sampdoria-genua/spielplan/verein/1038/saison_id/2022
