position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,VV St.Truiden,34,24,7,3,62:28,34,79,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2014
2,Lommel United,34,21,7,6,65:27,38,70,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2014
3,KAS Eupen,34,20,7,7,63:30,33,67,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2014
4,Seraing United,34,17,10,7,69:39,30,61,https://www.transfermarkt.com.br/rfc-seraing/spielplan/verein/2715/saison_id/2014
5,Oud-Heverlee Leuven,34,17,10,7,66:39,27,61,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2014
6,Royal Excelsior Virton,34,17,8,9,58:35,23,59,https://www.transfermarkt.com.br/royal-excelsior-virton/spielplan/verein/1199/saison_id/2014
7,RAEC Mons (-2015),34,14,13,7,52:30,22,55,https://www.transfermarkt.com.br/raec-mons/spielplan/verein/1411/saison_id/2014
8,AFC Tubize,34,14,8,12,43:40,3,50,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2014
9,V.C. Eendracht Aalst 2002 (-2024),34,12,10,12,48:45,3,46,https://www.transfermarkt.com.br/sc-eendracht-aalst/spielplan/verein/1111/saison_id/2014
10,Royal Antuérpia FC,34,11,9,14,41:41,0,42,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2014
11,KSV Roeselare (-2020),34,10,12,12,44:45,-1,42,https://www.transfermarkt.com.br/ksv-roeselare/spielplan/verein/2977/saison_id/2014
12,White Star Brüssel (- 2017),34,8,16,10,43:48,-5,40,https://www.transfermarkt.com.br/white-star-brussel/spielplan/verein/6342/saison_id/2014
13,Verbroedering Meerhout,34,10,9,15,42:62,-20,39,https://www.transfermarkt.com.br/as-verbroedering-geel/spielplan/verein/9681/saison_id/2014
14,KSK Heist,34,10,6,18,41:61,-20,36,https://www.transfermarkt.com.br/ksk-heist/spielplan/verein/9888/saison_id/2014
15,KFC Dessel Sport,34,7,10,17,36:58,-22,31,https://www.transfermarkt.com.br/kfc-dessel-sport/spielplan/verein/1910/saison_id/2014
16,Patro Eisden Maasmechelen,34,6,8,20,38:68,-30,26,https://www.transfermarkt.com.br/patro-eisden-maasmechelen/spielplan/verein/3225/saison_id/2014
17,KRC Mechelen,34,5,4,25,23:87,-64,19,https://www.transfermarkt.com.br/rc-mechelen/spielplan/verein/2336/saison_id/2014
18,KV Woluwe Zaventem,34,3,6,25,30:81,-51,15,https://www.transfermarkt.com.br/kv-woluwe-zaventem/spielplan/verein/19588/saison_id/2014
