position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Olympique Lyon,38,24,9,5,64:27,37,81,https://www.transfermarkt.com.br/olympique-lyon/spielplan/verein/1041/saison_id/2006
2,Olympique Marselha,38,19,7,12,53:38,15,64,https://www.transfermarkt.com.br/olympique-marseille/spielplan/verein/244/saison_id/2006
3,FC Toulouse,38,17,7,14,47:43,4,58,https://www.transfermarkt.com.br/fc-toulouse/spielplan/verein/415/saison_id/2006
4,Stade Rennais FC,38,14,15,9,38:30,8,57,https://www.transfermarkt.com.br/fc-stade-rennes/spielplan/verein/273/saison_id/2006
5,RC Lens,38,15,12,11,47:41,6,57,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2006
6,FCG Bordeaux,38,16,9,13,39:35,4,57,https://www.transfermarkt.com.br/fc-girondins-bordeaux/spielplan/verein/40/saison_id/2006
7,FC Sochaux-Montbéliard,38,15,12,11,46:48,-2,57,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2006
8,AJ Auxerre,38,13,15,10,41:41,0,54,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2006
9,AS Monaco,38,13,12,13,45:38,7,51,https://www.transfermarkt.com.br/as-monaco/spielplan/verein/162/saison_id/2006
10,LOSC Lille,38,13,11,14,45:43,2,50,https://www.transfermarkt.com.br/losc-lille/spielplan/verein/1082/saison_id/2006
11,AS Saint-Étienne,38,14,7,17,52:50,2,49,https://www.transfermarkt.com.br/as-saint-etienne/spielplan/verein/618/saison_id/2006
12,Le Mans Union Club 72,38,11,16,11,45:46,-1,49,https://www.transfermarkt.com.br/le-mans-fc/spielplan/verein/1164/saison_id/2006
13,AS Nancy-Lorraine,38,13,10,15,37:44,-7,49,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2006
14,FC Lorient,38,12,13,13,33:40,-7,49,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2006
15,FC Paris Saint-Germain,38,12,12,14,42:42,0,48,https://www.transfermarkt.com.br/fc-paris-saint-germain/spielplan/verein/583/saison_id/2006
16,OGC Nice,38,9,16,13,34:40,-6,43,https://www.transfermarkt.com.br/ogc-nizza/spielplan/verein/417/saison_id/2006
17,Valenciennes FC,38,11,10,17,36:48,-12,43,https://www.transfermarkt.com.br/fc-valenciennes/spielplan/verein/1423/saison_id/2006
18,ESTAC Troyes,38,9,12,17,39:54,-15,39,https://www.transfermarkt.com.br/es-troyes-ac/spielplan/verein/1095/saison_id/2006
19,CS Sedan-Ardennes,38,7,14,17,46:58,-12,35,https://www.transfermarkt.com.br/cs-sedan-ardennes/spielplan/verein/1081/saison_id/2006
20,FC Nantes,38,7,13,18,29:52,-23,34,https://www.transfermarkt.com.br/fc-nantes/spielplan/verein/995/saison_id/2006
