position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,AJ Auxerre,38,22,6,10,66:30,36,72,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/1995
2,FC Paris Saint-Germain,38,19,11,8,65:36,29,68,https://www.transfermarkt.com.br/fc-paris-saint-germain/spielplan/verein/583/saison_id/1995
3,AS Monaco,38,19,11,8,64:39,25,68,https://www.transfermarkt.com.br/as-monaco/spielplan/verein/162/saison_id/1995
4,FC Metz,38,18,11,9,42:30,12,65,https://www.transfermarkt.com.br/fc-metz/spielplan/verein/347/saison_id/1995
5,RC Lens,38,16,15,7,45:31,14,63,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/1995
6,Montpellier HSC,38,17,9,12,51:40,11,60,https://www.transfermarkt.com.br/montpellier-hsc/spielplan/verein/969/saison_id/1995
7,FC Nantes,38,14,13,11,44:42,2,55,https://www.transfermarkt.com.br/fc-nantes/spielplan/verein/995/saison_id/1995
8,Stade Rennais FC,38,13,15,10,44:41,3,54,https://www.transfermarkt.com.br/fc-stade-rennes/spielplan/verein/273/saison_id/1995
9,RC Strasbourg Alsace,38,14,12,12,46:44,2,54,https://www.transfermarkt.com.br/rc-strassburg-alsace/spielplan/verein/667/saison_id/1995
10,EA Guingamp,38,13,14,11,34:33,1,53,https://www.transfermarkt.com.br/ea-guingamp/spielplan/verein/855/saison_id/1995
11,Olympique Lyon,38,10,18,10,41:41,0,48,https://www.transfermarkt.com.br/olympique-lyon/spielplan/verein/1041/saison_id/1995
12,OGC Nice,38,12,9,17,37:44,-7,45,https://www.transfermarkt.com.br/ogc-nizza/spielplan/verein/417/saison_id/1995
13,Le Havre AC,38,11,12,15,33:45,-12,45,https://www.transfermarkt.com.br/ac-le-havre/spielplan/verein/738/saison_id/1995
14,AS Cannes,38,12,8,18,45:51,-6,44,https://www.transfermarkt.com.br/as-cannes/spielplan/verein/895/saison_id/1995
15,SC Bastia,38,12,8,18,45:55,-10,44,https://www.transfermarkt.com.br/sc-bastia/spielplan/verein/595/saison_id/1995
16,FCG Bordeaux,38,11,9,18,44:52,-8,42,https://www.transfermarkt.com.br/fc-girondins-bordeaux/spielplan/verein/40/saison_id/1995
17,LOSC Lille,38,9,12,17,27:50,-23,39,https://www.transfermarkt.com.br/losc-lille/spielplan/verein/1082/saison_id/1995
18,FC Gueugnon,38,8,14,16,27:46,-19,38,https://www.transfermarkt.com.br/fc-gueugnon/spielplan/verein/1397/saison_id/1995
19,AS Saint-Étienne,38,6,16,16,36:59,-23,34,https://www.transfermarkt.com.br/as-saint-etienne/spielplan/verein/618/saison_id/1995
20,FC Martigues,38,9,7,22,31:58,-27,34,https://www.transfermarkt.com.br/fc-martigues/spielplan/verein/1165/saison_id/1995
