position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CR Flamengo,38,19,10,9,58:44,14,67,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2008
2,SC Internacional,38,19,8,11,65:44,21,65,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2008
3,São Paulo FC,38,18,11,9,57:42,15,65,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2008
4,Cruzeiro EC,38,18,8,12,58:53,5,62,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2008
5,SE Palmeiras,38,17,11,10,58:45,13,62,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2008
6,Avaí FC,38,15,12,11,61:52,9,57,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2008
7,Atlético Mineiro,38,16,8,14,55:56,-1,56,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2008
8,Grêmio FBPA,38,15,10,13,67:46,21,55,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2008
9,Goiás EC,38,15,10,13,64:65,-1,55,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2008
10,SC Corinthians,38,14,10,14,50:54,-4,52,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2008
11,Grêmio Barueri Futebol Ltda.,38,12,13,13,59:52,7,49,https://www.transfermarkt.com.br/gremio-barueri-futebol-ltda-/spielplan/verein/8698/saison_id/2008
12,Santos FC,38,12,13,13,58:58,0,49,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2008
13,EC Vitória,38,13,9,16,51:57,-6,48,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2008
14,Clube Atlético Paranaense,38,13,9,16,42:49,-7,48,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2008
15,Botafogo FR,38,11,14,13,52:58,-6,47,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2008
16,Fluminense FC,38,11,13,14,49:56,-7,46,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2008
17,Coritiba FC,38,12,9,17,48:60,-12,45,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2008
18,EC Santo André,38,11,8,19,46:61,-15,41,https://www.transfermarkt.com.br/esporte-clube-santo-andre-sp-/spielplan/verein/7478/saison_id/2008
19,Náutico,38,10,8,20,48:71,-23,38,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2008
20,Sport Recife,38,7,10,21,48:71,-23,31,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2008
