position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,ESTAC Troyes,38,23,8,7,60:36,24,77,https://www.transfermarkt.com.br/es-troyes-ac/spielplan/verein/1095/saison_id/2020
2,Clermont Foot 63,38,21,9,8,61:25,36,72,https://www.transfermarkt.com.br/clermont-foot-63/spielplan/verein/3524/saison_id/2020
3,FC Toulouse,38,20,10,8,71:42,29,70,https://www.transfermarkt.com.br/fc-toulouse/spielplan/verein/415/saison_id/2020
4,Grenoble Foot 38,38,18,11,9,51:35,16,65,https://www.transfermarkt.com.br/grenoble-foot-38/spielplan/verein/1290/saison_id/2020
5,Paris FC,38,17,13,8,53:37,16,64,https://www.transfermarkt.com.br/paris-fc/spielplan/verein/10004/saison_id/2020
6,AJ Auxerre,38,16,14,8,64:43,21,62,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2020
7,FC Sochaux-Montbéliard,38,12,15,11,45:37,8,51,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2020
8,AS Nancy-Lorraine,38,11,14,13,53:53,0,47,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2020
9,EA Guingamp,38,10,17,11,41:43,-2,47,https://www.transfermarkt.com.br/ea-guingamp/spielplan/verein/855/saison_id/2020
10,Amiens SC,38,11,14,13,34:40,-6,47,https://www.transfermarkt.com.br/amiens-sc/spielplan/verein/1416/saison_id/2020
11,Valenciennes FC,38,12,11,15,50:59,-9,47,https://www.transfermarkt.com.br/fc-valenciennes/spielplan/verein/1423/saison_id/2020
12,Le Havre AC,38,11,14,13,38:48,-10,47,https://www.transfermarkt.com.br/ac-le-havre/spielplan/verein/738/saison_id/2020
13,AC Ajaccio,38,11,13,14,34:43,-9,46,https://www.transfermarkt.com.br/ac-ajaccio/spielplan/verein/1147/saison_id/2020
14,Pau FC,38,11,11,16,42:49,-7,44,https://www.transfermarkt.com.br/pau-fc/spielplan/verein/3166/saison_id/2020
15,Rodez AF,38,8,19,11,38:44,-6,43,https://www.transfermarkt.com.br/rodez-af/spielplan/verein/11273/saison_id/2020
16,USL Dunkerque,38,10,11,17,34:47,-13,41,https://www.transfermarkt.com.br/usl-dunkerque/spielplan/verein/9202/saison_id/2020
17,SM Caen,38,9,14,15,34:49,-15,41,https://www.transfermarkt.com.br/sm-caen/spielplan/verein/1162/saison_id/2020
18,Chamois Niortais FC,38,9,14,15,34:58,-24,41,https://www.transfermarkt.com.br/chamois-niortais-fc/spielplan/verein/1161/saison_id/2020
19,FC Chambly Oise,38,9,11,18,41:64,-23,38,https://www.transfermarkt.com.br/fc-chambly/spielplan/verein/35012/saison_id/2020
20,LB Châteauroux,38,4,11,23,32:58,-26,23,https://www.transfermarkt.com.br/lb-chateauroux/spielplan/verein/1175/saison_id/2020
