position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Sporting Clube Olhanense,30,18,4,8,52:32,20,58,https://www.transfermarkt.com.br/sc-olhanense/spielplan/verein/4750/saison_id/2008
2,UD Leiria,30,15,9,6,46:29,17,54,https://www.transfermarkt.com.br/uniao-leiria/spielplan/verein/2639/saison_id/2008
3,Clube Desportivo Santa Clara,30,15,7,8,45:32,13,52,https://www.transfermarkt.com.br/cd-santa-clara/spielplan/verein/2423/saison_id/2008
4,GD Estoril Praia,30,12,8,10,41:37,4,44,https://www.transfermarkt.com.br/gd-estoril-praia/spielplan/verein/1465/saison_id/2008
5,CD Feirense,30,11,9,10,37:34,3,42,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2008
6,SC Freamunde,30,11,8,11,32:35,-3,41,https://www.transfermarkt.com.br/sc-freamunde/spielplan/verein/2421/saison_id/2008
7,SC Covilhã,30,10,10,10,42:42,0,40,https://www.transfermarkt.com.br/sc-covilha/spielplan/verein/10140/saison_id/2008
8,Varzim SC,30,11,6,13,29:35,-6,39,https://www.transfermarkt.com.br/varzim-sc/spielplan/verein/4297/saison_id/2008
9,Gil Vicente Futebol Clube,30,8,14,8,36:37,-1,38,https://www.transfermarkt.com.br/gil-vicente-fc/spielplan/verein/2424/saison_id/2008
10,Futebol Clube de Vizela,30,7,16,7,28:33,-5,37,https://www.transfermarkt.com.br/fc-vizela/spielplan/verein/6912/saison_id/2008
11,Clube Desportivo das Aves (- 2020),30,9,9,12,30:36,-6,36,https://www.transfermarkt.com.br/desportivo-aves/spielplan/verein/3336/saison_id/2008
12,SC Beira-Mar,30,8,11,11,32:32,0,35,https://www.transfermarkt.com.br/sc-beira-mar/spielplan/verein/1436/saison_id/2008
13,Portimonense SAD,30,7,14,9,29:35,-6,35,https://www.transfermarkt.com.br/portimonense-sc/spielplan/verein/7378/saison_id/2008
14,UD Oliveirense,30,7,11,12,25:33,-8,32,https://www.transfermarkt.com.br/ud-oliveirense/spielplan/verein/8827/saison_id/2008
15,Boavista FC,30,9,5,16,28:44,-16,32,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/2008
16,Gondomar SC,30,7,9,14,29:35,-6,30,https://www.transfermarkt.com.br/gondomar-sc/spielplan/verein/3323/saison_id/2008
