position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Nassr FC,30,22,4,4,69:27,42,70,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2018
2,Al-Hilal SFC,30,21,6,3,66:33,33,69,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2018
3,Al-Taawoun FC,30,16,8,6,61:31,30,56,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2018
4,Al-Ahli SFC,30,17,4,9,68:41,27,55,https://www.transfermarkt.com.br/al-ahli-dschidda/spielplan/verein/18487/saison_id/2018
5,Al-Shabab FC,30,15,9,6,39:25,14,54,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2018
6,Al-Faisaly FC,30,12,7,11,51:47,4,43,https://www.transfermarkt.com.br/al-faisaly-harmah/spielplan/verein/28848/saison_id/2018
7,Al-Wehda FC,30,12,6,12,41:41,0,42,https://www.transfermarkt.com.br/al-wahda-mekka/spielplan/verein/17209/saison_id/2018
8,Al-Raed SFC,30,10,8,12,38:48,-10,38,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2018
9,Al-Fateh SC,30,8,11,11,32:45,-13,35,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2018
10,Al-Ittihad Club,30,9,7,14,44:45,-1,34,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2018
11,Al-Ettifaq FC,30,8,9,13,40:55,-15,33,https://www.transfermarkt.com.br/al-ettifaq/spielplan/verein/7732/saison_id/2018
12,Al-Fayha FC,30,9,5,16,36:52,-16,32,https://www.transfermarkt.com.br/al-fayha-fc/spielplan/verein/50531/saison_id/2018
13,Al-Hazem SC,30,7,10,13,33:50,-17,31,https://www.transfermarkt.com.br/al-hazm/spielplan/verein/9131/saison_id/2018
14,Al-Qadsiah FC,30,8,4,18,34:51,-17,28,https://www.transfermarkt.com.br/al-qadisiyah-fc/spielplan/verein/26069/saison_id/2018
15,Al-Batin FC,30,7,4,19,29:53,-24,25,https://www.transfermarkt.com.br/al-batin/spielplan/verein/28597/saison_id/2018
16,Ohod Club,30,5,6,19,25:62,-37,21,https://www.transfermarkt.com.br/ohod-al-medina/spielplan/verein/26587/saison_id/2018
