position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Schalke 04,38,23,11,4,64:29,35,57:19,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/1990
2,MSV Duisburg,38,21,11,6,70:34,36,53:23,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/1990
3,Stuttgarter Kickers,38,21,9,8,63:32,31,51:25,https://www.transfermarkt.com.br/stuttgarter-kickers/spielplan/verein/71/saison_id/1990
4,FC 08 Homburg,38,16,13,9,42:37,5,45:31,https://www.transfermarkt.com.br/fc-08-homburg/spielplan/verein/459/saison_id/1990
5,1.FC Saarbrücken,38,15,14,9,47:30,17,44:32,https://www.transfermarkt.com.br/1-fc-saarbrucken/spielplan/verein/1/saison_id/1990
6,Blau-Weiß 90 Berlin,38,12,20,6,55:42,13,44:32,https://www.transfermarkt.com.br/blau-weiss-90-berlin/spielplan/verein/2149/saison_id/1990
7,SV Waldhof Mannheim,38,15,12,11,59:46,13,42:34,https://www.transfermarkt.com.br/sv-waldhof-mannheim/spielplan/verein/85/saison_id/1990
8,1.FSV Mainz 05,38,14,13,11,45:52,-7,41:35,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/1990
9,SC Freiburg,38,15,10,13,54:48,6,40:36,https://www.transfermarkt.com.br/sc-freiburg/spielplan/verein/60/saison_id/1990
10,Hannover 96,38,12,14,12,49:49,0,38:38,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/1990
11,SC Fortuna Köln,38,11,15,12,51:53,-2,37:39,https://www.transfermarkt.com.br/sc-fortuna-koln/spielplan/verein/92/saison_id/1990
12,VfB Oldenburg,38,10,16,12,58:53,5,36:40,https://www.transfermarkt.com.br/vfb-oldenburg/spielplan/verein/166/saison_id/1990
13,Eintracht Braunschweig TSV,38,12,11,15,53:52,1,35:41,https://www.transfermarkt.com.br/eintracht-braunschweig/spielplan/verein/23/saison_id/1990
14,VfL Osnabrück,38,12,11,15,51:55,-4,35:41,https://www.transfermarkt.com.br/vfl-osnabruck/spielplan/verein/81/saison_id/1990
15,Rot-Weiss Essen,38,12,10,16,49:52,-3,34:42,https://www.transfermarkt.com.br/rot-weiss-essen/spielplan/verein/56/saison_id/1990
16,SV Meppen,38,10,14,14,35:42,-7,34:42,https://www.transfermarkt.com.br/sv-meppen/spielplan/verein/247/saison_id/1990
17,SV Darmstadt 98,38,10,13,15,45:53,-8,33:43,https://www.transfermarkt.com.br/sv-darmstadt-98/spielplan/verein/105/saison_id/1990
18,Preußen Münster,38,8,13,17,35:59,-24,29:47,https://www.transfermarkt.com.br/preussen-munster/spielplan/verein/91/saison_id/1990
19,TSV Havelse,38,6,7,25,44:82,-38,19:57,https://www.transfermarkt.com.br/tsv-havelse/spielplan/verein/476/saison_id/1990
20,1.FC Schweinfurt 05,38,2,9,27,26:95,-69,13:63,https://www.transfermarkt.com.br/1-fc-schweinfurt-05/spielplan/verein/103/saison_id/1990
