position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,KV Oostende (-2024),34,24,5,5,64:25,39,77,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2012
2,Royal Mouscron-Péruwelz,34,20,7,7,58:29,29,67,https://www.transfermarkt.com.br/royal-excel-mouscron/spielplan/verein/29228/saison_id/2012
3,KVC Westerlo,34,17,12,5,54:29,25,63,https://www.transfermarkt.com.br/kvc-westerlo/spielplan/verein/968/saison_id/2012
4,VV St.Truiden,34,17,6,11,54:36,18,57,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2012
5,Royal Boussu Dour Borinage,34,15,10,9,44:34,10,55,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2012
6,Lommel United,34,14,8,12,50:48,2,50,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2012
7,White Star Woluwe FC,34,14,7,13,41:49,-8,49,https://www.transfermarkt.com.br/white-star-brussel/spielplan/verein/6342/saison_id/2012
8,AFC Tubize,34,12,10,12,43:42,1,46,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2012
9,KAS Eupen,34,12,10,12,42:41,1,46,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2012
10,Royal Antuérpia FC,34,12,9,13,42:44,-2,45,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2012
11,KSV Roeselare (-2020),34,10,12,12,44:47,-3,42,https://www.transfermarkt.com.br/ksv-roeselare/spielplan/verein/2977/saison_id/2012
12,KFC Dessel Sport,34,11,8,15,35:42,-7,41,https://www.transfermarkt.com.br/kfc-dessel-sport/spielplan/verein/1910/saison_id/2012
13,V.C. Eendracht Aalst 2002 (-2024),34,10,11,13,38:52,-14,41,https://www.transfermarkt.com.br/sc-eendracht-aalst/spielplan/verein/1111/saison_id/2012
14,CS Visé (-2015),34,9,9,16,51:55,-4,36,https://www.transfermarkt.com.br/cs-vise/spielplan/verein/3172/saison_id/2012
15,FC Brüssel,34,9,6,19,34:49,-15,33,https://www.transfermarkt.com.br/rwdm-brussel-fc/spielplan/verein/3898/saison_id/2012
16,KSK Heist,34,8,6,20,39:57,-18,30,https://www.transfermarkt.com.br/ksk-heist/spielplan/verein/9888/saison_id/2012
17,KSV Oudenaarde,34,8,9,17,36:60,-24,30,https://www.transfermarkt.com.br/ksv-oudenaarde/spielplan/verein/6304/saison_id/2012
18,SK Sint-Niklaas,34,7,9,18,34:64,-30,30,https://www.transfermarkt.com.br/sk-sint-niklaas/spielplan/verein/3600/saison_id/2012
