position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Beerschot VA,30,17,5,8,46:29,17,56,https://www.transfermarkt.com.br/beerschot-v-a-/spielplan/verein/41274/saison_id/2023
2,FCV Dender EH,30,15,9,6,55:32,23,54,https://www.transfermarkt.com.br/fcv-dender-eh/spielplan/verein/9010/saison_id/2023
3,KMSK Deinze (-2024),30,16,5,9,48:37,11,53,https://www.transfermarkt.com.br/kmsk-deinze/spielplan/verein/2321/saison_id/2023
4,Lommel SK,30,15,7,8,51:31,20,52,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2023
5,Zulte Waregem,30,15,6,9,51:34,17,51,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2023
6,Patro Eisden Maasmechelen,30,14,9,7,40:28,12,51,https://www.transfermarkt.com.br/patro-eisden-maasmechelen/spielplan/verein/3225/saison_id/2023
7,RFC Lüttich,30,15,4,11,49:41,8,49,https://www.transfermarkt.com.br/rfc-luttich/spielplan/verein/3159/saison_id/2023
8,SK Beveren,30,13,6,11,44:40,4,45,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2023
9,Club NXT,30,11,4,15,40:49,-9,37,https://www.transfermarkt.com.br/club-nxt/spielplan/verein/43560/saison_id/2023
10,Jong Genk,30,10,7,13,46:52,-6,37,https://www.transfermarkt.com.br/krc-genk-u21/spielplan/verein/46736/saison_id/2023
11,KSK Lierse Kempenzonen,30,10,5,15,44:59,-15,35,https://www.transfermarkt.com.br/ksk-lierse-kempenzonen/spielplan/verein/28107/saison_id/2023
12,RSCA Futures,30,8,10,12,39:47,-8,34,https://www.transfermarkt.com.br/rsc-anderlecht-u21/spielplan/verein/30857/saison_id/2023
13,KV Oostende (-2024),30,10,8,12,32:39,-7,32,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2023
14,Francs Borains,30,9,5,16,38:52,-14,32,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2023
15,RFC Seraing,30,6,10,14,33:51,-18,28,https://www.transfermarkt.com.br/rfc-seraing/spielplan/verein/2715/saison_id/2023
16,Standard Lieja 16 FC,30,5,2,23,25:60,-35,17,https://www.transfermarkt.com.br/standard-de-liege-u21/spielplan/verein/24394/saison_id/2023
