round,g_type,n_samples,mean_occupancy,std_occupancy,ci_lower,ci_upper
1,balanced,2596,0.6831137378668422,0.2570824141564575,0.6732241977427667,0.6930032779909177
1,unbalanced_weak,321,0.6501459532896184,0.26958989678227757,0.6206537534793799,0.679638153099857
1,unbalanced_strong,325,0.6785022418588672,0.2504314401565228,0.6512750255356924,0.705729458182042
2,balanced,2590,0.6635443813877355,0.2578933876372276,0.6536121598861959,0.6734766028892751
2,unbalanced_weak,329,0.6307372497235207,0.2520199438517553,0.6035044035544713,0.6579700958925702
2,unbalanced_strong,326,0.6804157130641744,0.25770192757941096,0.6524410452393928,0.7083903808889559
3,balanced,2607,0.647461247455775,0.25274321612141565,0.6377591627208373,0.6571633321907128
3,unbalanced_weak,316,0.618813893326554,0.26830166006341266,0.5892313240760542,0.6483964625770539
3,unbalanced_strong,320,0.6528937172240683,0.2494979989212976,0.625556887417997,0.6802305470301396
4,balanced,2595,0.6472780519860057,0.25931089148897524,0.6373008641512302,0.6572552398207813
4,unbalanced_weak,324,0.6189295728729995,0.25484170351717483,0.5911801429344627,0.6466790028115363
4,unbalanced_strong,324,0.6539724442502596,0.25193459907228255,0.626539565684611,0.6814053228159082
5,balanced,2588,0.6373005245725627,0.2585106923633736,0.6273406826361458,0.6472603665089796
5,unbalanced_weak,337,0.6067535680069168,0.266103411308978,0.5783422381107354,0.6351648979030983
5,unbalanced_strong,318,0.6258649254045098,0.25734358158109794,0.5975799469458509,0.6541499038631686
6,balanced,2614,0.6398108663466641,0.2602215370066221,0.629835094281728,0.6497866384116001
6,unbalanced_weak,305,0.6402723447351932,0.25085606531691157,0.6121189507652063,0.6684257387051802
6,unbalanced_strong,325,0.644864247837155,0.25682478384778584,0.6169419392699648,0.6727865564043453
7,balanced,2575,0.6405536773735142,0.2616907647795727,0.6304458957369035,0.650661459010125
7,unbalanced_weak,356,0.6018031160567009,0.2670747742463168,0.5740594439952821,0.6295467881181197
7,unbalanced_strong,312,0.5954907489127035,0.2708884773457783,0.5654321103448272,0.6255493874805798
8,balanced,2600,0.6391608452150158,0.2629738866732849,0.629052454444876,0.6492692359851556
8,unbalanced_weak,295,0.6407076986475172,0.25765799133371325,0.6113048993032375,0.6701104979917969
8,unbalanced_strong,350,0.6383297236749268,0.2513234461555725,0.6119994692691574,0.6646599780806962
9,balanced,2568,0.6473082365332558,0.2620371379809996,0.6371732912350637,0.6574431818314478
9,unbalanced_weak,368,0.6454918722367098,0.2648852060169456,0.6184280043094544,0.6725557401639651
9,unbalanced_strong,306,0.625503764009346,0.2641062854906612,0.59591177920727,0.6550957488114221
10,balanced,2627,0.6478860023790173,0.25867572563607893,0.6379940569685482,0.6577779477894864
10,unbalanced_weak,276,0.647105226703142,0.24680875468778093,0.6179871898706596,0.6762232635356243
10,unbalanced_strong,345,0.6238955747823441,0.25819951041859657,0.5966496258505325,0.6511415237141558
11,balanced,2576,0.6482013577615016,0.2632373020298983,0.6380358149665383,0.6583669005564649
11,unbalanced_weak,359,0.6471901526852818,0.26474457392254885,0.6198036916583359,0.6745766137122277
11,unbalanced_strong,303,0.6242325078634308,0.25783138268031436,0.5952009370596079,0.6532640786672537
12,balanced,2603,0.6472306091416169,0.2628471006507292,0.6371329157821171,0.6573283025011167
12,unbalanced_weak,298,0.6489330630646561,0.2622057127322373,0.6191622916025021,0.6787038345268102
12,unbalanced_strong,343,0.6260157709008877,0.2584953187676026,0.5986591977595499,0.6533723440422254
13,balanced,2592,0.6528091077626792,0.2635186653106124,0.6426641567345595,0.6629540587907989
13,unbalanced_weak,344,0.6363864138303809,0.25812560988938243,0.6091087014881639,0.6636641261725978
13,unbalanced_strong,308,0.6276617803176721,0.258393516890829,0.5988040396621263,0.6565195209732179
14,balanced,2599,0.6360841204434724,0.26197236761858805,0.6260122897496091,0.6461559511373357
14,unbalanced_weak,300,0.6510818716641211,0.26513377309503156,0.6210791608316563,0.681084582496586
14,unbalanced_strong,344,0.6258407627835683,0.25371325057817795,0.5990293314434305,0.652652194123706
15,balanced,2586,0.6401598881040235,0.2609143149573325,0.6301035534294651,0.6502162227785818
15,unbalanced_weak,340,0.6430874595577257,0.2760314858543278,0.6137464376243416,0.6724284814911099
15,unbalanced_strong,318,0.6206322835607626,0.25944693405314884,0.5921161228087767,0.6491484443127485
16,balanced,2606,0.6346736987637335,0.26416234834943997,0.6245313209972719,0.644816076530195
16,unbalanced_weak,312,0.6506794168091379,0.26691557898135804,0.62106162355581,0.6802972100624658
16,unbalanced_strong,324,0.6038661639893684,0.2549146184593487,0.5761087944237949,0.6316235335549419
17,balanced,2582,0.6370149379691151,0.26070755705231485,0.6269587919115633,0.6470710840266669
17,unbalanced_weak,335,0.6222835084590846,0.27937965918452506,0.5923657913690281,0.6522012255491412
17,unbalanced_strong,328,0.5984327305315382,0.2619370505577856,0.5700851444674705,0.626780316595606
18,balanced,2600,0.6315523363641422,0.26404937244501947,0.6214026052518645,0.6417020674764199
18,unbalanced_weak,327,0.6276073486694025,0.2666577522542305,0.5987047821756311,0.6565099151631739
18,unbalanced_strong,315,0.6315110416024958,0.2616707245796018,0.6026138304435602,0.6604082527614314
19,balanced,2581,0.6408796926442327,0.2617212941197006,0.6307824887027369,0.6509768965857285
19,unbalanced_weak,320,0.6248488472246587,0.2717226238078635,0.5950769245895684,0.654620769859749
19,unbalanced_strong,344,0.6298950174060748,0.2537263195327041,0.6030822049895598,0.6567078298225898
20,balanced,2603,0.6320246154403188,0.2614076405205457,0.621982221252702,0.6420670096279357
20,unbalanced_weak,318,0.6278563203595068,0.26194034409306266,0.5990661055633739,0.6566465351556396
20,unbalanced_strong,322,0.6107283223556019,0.2754330193984526,0.5806437294916199,0.640812915219584
21,balanced,2581,0.6369576419210896,0.2610646917165447,0.6268857696913119,0.6470295141508673
21,unbalanced_weak,331,0.6109845801280738,0.2685913699795515,0.5820488710827134,0.6399202891734341
21,unbalanced_strong,332,0.6405207572244602,0.2615098226348834,0.6123904137061381,0.6686511007427823
22,balanced,2589,0.6331269712589277,0.2626800466406301,0.6230084480802844,0.643245494437571
22,unbalanced_weak,332,0.6336852311278672,0.25872859089670835,0.6058540618562738,0.6615164003994607
22,unbalanced_strong,323,0.6615883110158929,0.26272107126935373,0.6329366557906887,0.6902399662410971
