position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Elche CF,42,23,13,6,54:27,27,82,https://www.transfermarkt.com.br/fc-elche/spielplan/verein/1531/saison_id/2012
2,FC Villarreal,42,21,14,7,68:38,30,77,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2012
3,UD Almería,42,22,8,12,72:50,22,74,https://www.transfermarkt.com.br/ud-almeria/spielplan/verein/3302/saison_id/2012
4,Girona FC,42,21,8,13,74:56,18,71,https://www.transfermarkt.com.br/fc-girona/spielplan/verein/12321/saison_id/2012
5,AD Alcorcón,42,21,6,15,57:55,2,69,https://www.transfermarkt.com.br/ad-alcorcon/spielplan/verein/11596/saison_id/2012
6,UD Las Palmas,42,18,12,12,62:55,7,66,https://www.transfermarkt.com.br/ud-las-palmas/spielplan/verein/472/saison_id/2012
7,SD Ponferradina,42,19,9,14,57:50,7,66,https://www.transfermarkt.com.br/sd-ponferradina/spielplan/verein/4032/saison_id/2012
8,Real Madrid Castilla,42,17,8,17,80:62,18,59,https://www.transfermarkt.com.br/real-madrid-b-castilla-/spielplan/verein/6767/saison_id/2012
9,FC Barcelona B,42,15,12,15,76:71,5,57,https://www.transfermarkt.com.br/fc-barcelona-b/spielplan/verein/2464/saison_id/2012
10,Real Sporting de Gijón,42,15,11,16,60:53,7,56,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2012
11,CD Lugo,42,15,11,16,46:54,-8,56,https://www.transfermarkt.com.br/cd-lugo/spielplan/verein/11000/saison_id/2012
12,CD Numância,42,13,16,13,53:55,-2,55,https://www.transfermarkt.com.br/cd-numancia/spielplan/verein/2296/saison_id/2012
13,Recreativo de Huelva,42,15,9,18,46:57,-11,54,https://www.transfermarkt.com.br/recreativo-huelva/spielplan/verein/2867/saison_id/2012
14,Córdoba CF,42,15,9,18,55:55,0,54,https://www.transfermarkt.com.br/fc-cordoba/spielplan/verein/993/saison_id/2012
15,CD Mirandés,42,13,13,16,35:51,-16,52,https://www.transfermarkt.com.br/cd-mirandes/spielplan/verein/13222/saison_id/2012
16,CE Sabadell FC,42,14,10,18,54:69,-15,52,https://www.transfermarkt.com.br/ce-sabadell/spielplan/verein/11422/saison_id/2012
17,Hércules CF,42,13,11,18,43:53,-10,50,https://www.transfermarkt.com.br/hercules-alicante/spielplan/verein/7971/saison_id/2012
18,CD Guadalajara,42,12,14,16,46:53,-7,50,https://www.transfermarkt.com.br/cd-guadalajara/spielplan/verein/16576/saison_id/2012
19,Real Murcia CF,42,12,11,19,43:56,-13,47,https://www.transfermarkt.com.br/real-murcia/spielplan/verein/171/saison_id/2012
20,Racing Santander,42,12,10,20,38:51,-13,46,https://www.transfermarkt.com.br/racing-santander/spielplan/verein/630/saison_id/2012
21,SD Huesca,42,11,12,19,46:58,-12,45,https://www.transfermarkt.com.br/sd-huesca/spielplan/verein/5358/saison_id/2012
22,Xerez CD,42,7,9,26,38:74,-36,30,https://www.transfermarkt.com.br/deportivo-xerez/spielplan/verein/134/saison_id/2012
